snapshot_id,snapshot_date,factory_id,product_id,opening_stock,production_units,dispatch_units,closing_stock
INV-606455,2024-02-01,FAC-002,HW-CW-10101,22,54,65,11
INV-606456,2024-03-01,FAC-002,HW-CW-10101,20,53,57,16
INV-606457,2024-04-01,FAC-002,HW-CW-10101,9,44,43,10
INV-606458,2024-05-01,FAC-002,HW-CW-10101,22,49,59,12
INV-606459,2024-06-01,FAC-002,HW-CW-10101,19,53,56,16
INV-606460,2024-07-01,FAC-002,HW-CW-10101,12,36,42,6
INV-606461,2024-08-01,FAC-002,HW-CW-10101,13,48,56,5
INV-606462,2024-09-01,FAC-002,HW-CW-10101,24,67,79,12
INV-606463,2024-10-01,FAC-002,HW-CW-10101,13,60,55,18
INV-606464,2024-11-01,FAC-002,HW-CW-10101,18,48,51,15
INV-606465,2024-12-01,FAC-002,HW-CW-10101,13,51,58,6
INV-606466,2025-01-01,FAC-002,HW-CW-10101,21,54,64,11
INV-606467,2025-02-01,FAC-002,HW-CW-10101,18,46,50,14
INV-606468,2025-03-01,FAC-002,HW-CW-10101,11,46,50,7
INV-606469,2025-04-01,FAC-002,HW-CW-10101,18,52,58,12
INV-606470,2025-05-01,FAC-002,HW-CW-10101,18,44,52,10
INV-606471,2025-06-01,FAC-002,HW-CW-10101,16,48,50,14
INV-606472,2025-07-01,FAC-002,HW-CW-10101,11,37,38,10
INV-606473,2025-08-01,FAC-002,HW-CW-10101,16,39,47,8
INV-606474,2025-09-01,FAC-002,HW-CW-10101,25,69,88,6
INV-606475,2025-10-01,FAC-002,HW-CW-10101,24,61,73,12
INV-606476,2025-11-01,FAC-002,HW-CW-10101,12,44,47,9
INV-606477,2025-12-01,FAC-002,HW-CW-10101,13,52,55,10
INV-606478,2026-01-01,FAC-002,HW-CW-10101,16,52,62,6
INV-606479,2026-02-01,FAC-002,HW-CW-10101,17,55,68,4
INV-606480,2026-03-01,FAC-002,HW-CW-10101,8,43,42,9
INV-606481,2023-04-01,FAC-002,HW-CW-10103,14,63,60,17
INV-606482,2023-05-01,FAC-002,HW-CW-10103,29,70,87,12
INV-606483,2023-06-01,FAC-002,HW-CW-10103,23,67,71,19
INV-606484,2023-07-01,FAC-002,HW-CW-10103,19,53,61,11
INV-606485,2023-08-01,FAC-002,HW-CW-10103,20,46,60,6
INV-606486,2023-09-01,FAC-002,HW-CW-10103,29,83,104,8
INV-606487,2023-10-01,FAC-002,HW-CW-10103,25,78,86,17
INV-606488,2023-11-01,FAC-002,HW-CW-10103,25,62,71,16
INV-606489,2023-12-01,FAC-002,HW-CW-10103,11,55,50,16
INV-606490,2024-01-01,FAC-002,HW-CW-10103,23,62,67,18
INV-606491,2024-02-01,FAC-002,HW-CW-10103,24,66,72,18
INV-606492,2024-03-01,FAC-002,HW-CW-10103,24,65,75,14
INV-606493,2024-04-01,FAC-002,HW-CW-10103,21,60,76,5
INV-606494,2024-05-01,FAC-002,HW-CW-10103,18,62,67,13
INV-606495,2024-06-01,FAC-002,HW-CW-10103,18,55,59,14
INV-606496,2024-07-01,FAC-002,HW-CW-10103,15,48,47,16
INV-606497,2024-08-01,FAC-002,HW-CW-10103,11,52,47,16
INV-606498,2024-09-01,FAC-002,HW-CW-10103,42,98,110,30
INV-606499,2024-10-01,FAC-002,HW-CW-10103,24,90,96,18
INV-606500,2024-11-01,FAC-002,HW-CW-10103,16,62,69,9
INV-606501,2024-12-01,FAC-002,HW-CW-10103,11,56,60,7
INV-606502,2025-01-01,FAC-002,HW-CW-10103,21,67,74,14
INV-606503,2025-02-01,FAC-002,HW-CW-10103,19,63,67,15
INV-606504,2025-03-01,FAC-002,HW-CW-10103,20,63,73,10
INV-606505,2025-04-01,FAC-002,HW-CW-10103,20,68,73,15
INV-606506,2025-05-01,FAC-002,HW-CW-10103,20,61,68,13
INV-606507,2025-06-01,FAC-002,HW-CW-10103,26,71,90,7
INV-606508,2025-07-01,FAC-002,HW-CW-10103,25,57,71,11
INV-606509,2025-08-01,FAC-002,HW-CW-10103,14,61,57,18
INV-606510,2025-09-01,FAC-002,HW-CW-10103,40,91,109,22
INV-606511,2025-10-01,FAC-002,HW-CW-10103,26,81,94,13
INV-606512,2025-11-01,FAC-002,HW-CW-10103,22,60,77,5
INV-606513,2025-12-01,FAC-002,HW-CW-10103,19,71,73,17
INV-606514,2026-01-01,FAC-002,HW-CW-10103,18,61,60,19
INV-606515,2026-02-01,FAC-002,HW-CW-10103,20,69,82,7
INV-606516,2026-03-01,FAC-002,HW-CW-10103,14,72,81,5
INV-606517,2023-04-01,FAC-002,HW-CW-10104,14,50,54,10
INV-606518,2023-05-01,FAC-002,HW-CW-10104,16,47,48,15
INV-606519,2023-06-01,FAC-002,HW-CW-10104,13,51,48,16
INV-606520,2023-07-01,FAC-002,HW-CW-10104,14,43,47,10
INV-606521,2023-08-01,FAC-002,HW-CW-10104,15,37,45,7
INV-606522,2023-09-01,FAC-002,HW-CW-10104,19,61,67,13
INV-606523,2023-10-01,FAC-002,HW-CW-10104,21,60,73,8
INV-606524,2023-11-01,FAC-002,HW-CW-10104,13,53,60,6
INV-606525,2023-12-01,FAC-002,HW-CW-10104,20,47,51,16
INV-606526,2024-01-01,FAC-002,HW-CW-10104,17,49,52,14
INV-606527,2024-02-01,FAC-002,HW-CW-10104,19,54,55,18
INV-606528,2024-03-01,FAC-002,HW-CW-10104,16,51,52,15
INV-606529,2024-04-01,FAC-002,HW-CW-10104,24,57,65,16
INV-606530,2024-05-01,FAC-002,HW-CW-10104,13,50,57,6
INV-606531,2024-06-01,FAC-002,HW-CW-10104,16,56,65,7
INV-606532,2024-07-01,FAC-002,HW-CW-10104,12,42,50,4
INV-606533,2024-08-01,FAC-002,HW-CW-10104,13,42,48,7
INV-606534,2024-09-01,FAC-002,HW-CW-10104,17,64,75,6
INV-606535,2024-10-01,FAC-002,HW-CW-10104,29,73,82,20
INV-606536,2024-11-01,FAC-002,HW-CW-10104,22,50,58,14
INV-606537,2024-12-01,FAC-002,HW-CW-10104,14,44,47,11
INV-606538,2025-01-01,FAC-002,HW-CW-10104,18,44,58,4
INV-606539,2025-02-01,FAC-002,HW-CW-10104,20,51,65,6
INV-606540,2025-03-01,FAC-002,HW-CW-10104,11,53,50,14
INV-606541,2025-04-01,FAC-002,HW-CW-10104,8,43,41,10
INV-606542,2025-05-01,FAC-002,HW-CW-10104,12,48,45,15
INV-606543,2025-06-01,FAC-002,HW-CW-10104,13,50,57,6
INV-606544,2025-07-01,FAC-002,HW-CW-10104,14,36,47,3
INV-606545,2025-08-01,FAC-002,HW-CW-10104,17,45,58,4
INV-606546,2025-09-01,FAC-002,HW-CW-10104,28,63,82,9
INV-606547,2025-10-01,FAC-002,HW-CW-10104,21,74,81,14
INV-606548,2025-11-01,FAC-002,HW-CW-10104,18,52,62,8
INV-606549,2025-12-01,FAC-002,HW-CW-10104,12,43,46,9
INV-606550,2026-01-01,FAC-002,HW-CW-10104,11,46,44,13
INV-606551,2026-02-01,FAC-002,HW-CW-10104,15,47,47,15
INV-606552,2026-03-01,FAC-002,HW-CW-10104,21,56,69,8
INV-606553,2023-04-01,FAC-002,HW-CW-10105,37,113,141,9
INV-606554,2023-05-01,FAC-002,HW-CW-10105,40,118,145,13
INV-606555,2023-06-01,FAC-002,HW-CW-10105,19,98,103,14
INV-606556,2023-07-01,FAC-002,HW-CW-10105,18,82,89,11
INV-606557,2023-08-01,FAC-002,HW-CW-10105,31,87,110,8
INV-606558,2023-09-01,FAC-002,HW-CW-10105,36,145,139,42
INV-606559,2023-10-01,FAC-002,HW-CW-10105,29,136,126,39
INV-606560,2023-11-01,FAC-002,HW-CW-10105,29,107,121,15
INV-606561,2023-12-01,FAC-002,HW-CW-10105,48,122,145,25
INV-606562,2024-01-01,FAC-002,HW-CW-10105,36,96,108,24
INV-606563,2024-02-01,FAC-002,HW-CW-10105,39,96,110,25
INV-606564,2024-03-01,FAC-002,HW-CW-10105,41,100,131,10
INV-606565,2024-04-01,FAC-002,HW-CW-10105,30,104,116,18
INV-606566,2024-05-01,FAC-002,HW-CW-10105,25,117,123,19
INV-606567,2024-06-01,FAC-002,HW-CW-10105,32,124,145,11
INV-606568,2024-07-01,FAC-002,HW-CW-10105,28,106,120,14
INV-606569,2024-08-01,FAC-002,HW-CW-10105,33,86,108,11
INV-606570,2024-09-01,FAC-002,HW-CW-10105,53,142,177,18
INV-606571,2024-10-01,FAC-002,HW-CW-10105,35,147,139,43
INV-606572,2024-11-01,FAC-002,HW-CW-10105,49,112,147,14
INV-606573,2024-12-01,FAC-002,HW-CW-10105,35,107,114,28
INV-606574,2025-01-01,FAC-002,HW-CW-10105,31,98,108,21
INV-606575,2025-02-01,FAC-002,HW-CW-10105,48,110,137,21
INV-606576,2025-03-01,FAC-002,HW-CW-10105,26,113,131,8
INV-606577,2025-04-01,FAC-002,HW-CW-10105,49,119,139,29
INV-606578,2025-05-01,FAC-002,HW-CW-10105,36,110,115,31
INV-606579,2025-06-01,FAC-002,HW-CW-10105,49,116,129,36
INV-606580,2025-07-01,FAC-002,HW-CW-10105,31,81,90,22
INV-606581,2025-08-01,FAC-002,HW-CW-10105,35,96,106,25
INV-606582,2025-09-01,FAC-002,HW-CW-10105,56,168,206,18
INV-606583,2025-10-01,FAC-002,HW-CW-10105,69,166,177,58
INV-606584,2025-11-01,FAC-002,HW-CW-10105,22,101,103,20
INV-606585,2025-12-01,FAC-002,HW-CW-10105,38,122,147,13
INV-606586,2026-01-01,FAC-002,HW-CW-10105,29,104,123,10
INV-606587,2026-02-01,FAC-002,HW-CW-10105,42,107,118,31
INV-606588,2026-03-01,FAC-002,HW-CW-10105,42,124,149,17
INV-606589,2023-04-01,FAC-002,HW-CW-10106,58,138,181,15
INV-606590,2023-05-01,FAC-002,HW-CW-10106,33,120,128,25
INV-606591,2023-06-01,FAC-002,HW-CW-10106,47,125,135,37
INV-606592,2023-07-01,FAC-002,HW-CW-10106,40,112,128,24
INV-606593,2023-08-01,FAC-002,HW-CW-10106,55,126,139,42
INV-606594,2023-09-01,FAC-002,HW-CW-10106,53,206,215,44
INV-606595,2023-10-01,FAC-002,HW-CW-10106,39,167,167,39
INV-606596,2023-11-01,FAC-002,HW-CW-10106,56,132,168,20
INV-606597,2023-12-01,FAC-002,HW-CW-10106,55,158,170,43
INV-606598,2024-01-01,FAC-002,HW-CW-10106,36,131,136,31
INV-606599,2024-02-01,FAC-002,HW-CW-10106,48,146,160,34
INV-606600,2024-03-01,FAC-002,HW-CW-10106,25,124,118,31
INV-606601,2024-04-01,FAC-002,HW-CW-10106,48,122,131,39
INV-606602,2024-05-01,FAC-002,HW-CW-10106,43,148,146,45
INV-606603,2024-06-01,FAC-002,HW-CW-10106,52,152,162,42
INV-606604,2024-07-01,FAC-002,HW-CW-10106,27,132,125,34
INV-606605,2024-08-01,FAC-002,HW-CW-10106,47,127,140,34
INV-606606,2024-09-01,FAC-002,HW-CW-10106,70,169,194,45
INV-606607,2024-10-01,FAC-002,HW-CW-10106,57,176,217,16
INV-606608,2024-11-01,FAC-002,HW-CW-10106,46,119,142,23
INV-606609,2024-12-01,FAC-002,HW-CW-10106,52,135,176,11
INV-606610,2025-01-01,FAC-002,HW-CW-10106,29,127,145,11
INV-606611,2025-02-01,FAC-002,HW-CW-10106,45,146,165,26
INV-606612,2025-03-01,FAC-002,HW-CW-10106,58,149,193,14
INV-606613,2025-04-01,FAC-002,HW-CW-10106,36,135,150,21
INV-606614,2025-05-01,FAC-002,HW-CW-10106,47,135,151,31
INV-606615,2025-06-01,FAC-002,HW-CW-10106,39,124,144,19
INV-606616,2025-07-01,FAC-002,HW-CW-10106,41,128,132,37
INV-606617,2025-08-01,FAC-002,HW-CW-10106,45,115,133,27
INV-606618,2025-09-01,FAC-002,HW-CW-10106,67,206,217,56
INV-606619,2025-10-01,FAC-002,HW-CW-10106,46,211,219,38
INV-606620,2025-11-01,FAC-002,HW-CW-10106,27,126,130,23
INV-606621,2025-12-01,FAC-002,HW-CW-10106,51,138,169,20
INV-606622,2026-01-01,FAC-002,HW-CW-10106,44,148,168,24
INV-606623,2026-02-01,FAC-002,HW-CW-10106,43,142,160,25
INV-606624,2026-03-01,FAC-002,HW-CW-10106,38,157,181,14
INV-606625,2023-04-01,FAC-002,HW-CW-10107,25,95,105,15
INV-606626,2023-05-01,FAC-002,HW-CW-10107,37,89,115,11
INV-606627,2023-06-01,FAC-002,HW-CW-10107,33,105,129,9
INV-606628,2023-07-01,FAC-002,HW-CW-10107,30,94,110,14
INV-606629,2023-08-01,FAC-002,HW-CW-10107,30,87,95,22
INV-606630,2023-09-01,FAC-002,HW-CW-10107,30,139,138,31
INV-606631,2023-10-01,FAC-002,HW-CW-10107,65,149,201,13
INV-606632,2023-11-01,FAC-002,HW-CW-10107,35,102,107,30
INV-606633,2023-12-01,FAC-002,HW-CW-10107,23,106,104,25
INV-606634,2024-01-01,FAC-002,HW-CW-10107,29,106,102,33
INV-606635,2024-02-01,FAC-002,HW-CW-10107,30,111,107,34
INV-606636,2024-03-01,FAC-002,HW-CW-10107,23,88,87,24
INV-606637,2024-04-01,FAC-002,HW-CW-10107,30,109,126,13
INV-606638,2024-05-01,FAC-002,HW-CW-10107,29,91,106,14
INV-606639,2024-06-01,FAC-002,HW-CW-10107,36,105,131,10
INV-606640,2024-07-01,FAC-002,HW-CW-10107,25,78,95,8
INV-606641,2024-08-01,FAC-002,HW-CW-10107,15,74,70,19
INV-606642,2024-09-01,FAC-002,HW-CW-10107,38,147,145,40
INV-606643,2024-10-01,FAC-002,HW-CW-10107,49,139,150,38
INV-606644,2024-11-01,FAC-002,HW-CW-10107,33,94,119,8
INV-606645,2024-12-01,FAC-002,HW-CW-10107,41,106,121,26
INV-606646,2025-01-01,FAC-002,HW-CW-10107,29,94,112,11
INV-606647,2025-02-01,FAC-002,HW-CW-10107,40,99,131,8
INV-606648,2025-03-01,FAC-002,HW-CW-10107,18,88,82,24
INV-606649,2025-04-01,FAC-002,HW-CW-10107,22,97,109,10
INV-606650,2025-05-01,FAC-002,HW-CW-10107,23,86,85,24
INV-606651,2025-06-01,FAC-002,HW-CW-10107,41,114,144,11
INV-606652,2025-07-01,FAC-002,HW-CW-10107,31,98,102,27
INV-606653,2025-08-01,FAC-002,HW-CW-10107,19,77,85,11
INV-606654,2025-09-01,FAC-002,HW-CW-10107,25,121,127,19
INV-606655,2025-10-01,FAC-002,HW-CW-10107,53,147,164,36
INV-606656,2025-11-01,FAC-002,HW-CW-10107,36,110,112,34
INV-606657,2025-12-01,FAC-002,HW-CW-10107,48,110,120,38
INV-606658,2026-01-01,FAC-002,HW-CW-10107,31,97,99,29
INV-606659,2026-02-01,FAC-002,HW-CW-10107,30,112,128,14
INV-606660,2026-03-01,FAC-002,HW-CW-10107,37,106,112,31
INV-606661,2023-04-01,FAC-002,HW-CW-10108,22,86,88,20
INV-606662,2023-05-01,FAC-002,HW-CW-10108,31,109,126,14
INV-606663,2023-06-01,FAC-002,HW-CW-10108,38,98,128,8
INV-606664,2023-07-01,FAC-002,HW-CW-10108,32,78,96,14
INV-606665,2023-08-01,FAC-002,HW-CW-10108,33,93,105,21
INV-606666,2023-09-01,FAC-002,HW-CW-10108,27,128,132,23
INV-606667,2023-10-01,FAC-002,HW-CW-10108,61,160,180,41
INV-606668,2023-11-01,FAC-002,HW-CW-10108,42,109,121,30
INV-606669,2023-12-01,FAC-002,HW-CW-10108,19,85,96,8
INV-606670,2024-01-01,FAC-002,HW-CW-10108,30,110,112,28
INV-606671,2024-02-01,FAC-002,HW-CW-10108,46,108,139,15
INV-606672,2024-03-01,FAC-002,HW-CW-10108,26,103,110,19
INV-606673,2024-04-01,FAC-002,HW-CW-10108,36,92,105,23
INV-606674,2024-05-01,FAC-002,HW-CW-10108,32,110,129,13
INV-606675,2024-06-01,FAC-002,HW-CW-10108,29,94,107,16
INV-606676,2024-07-01,FAC-002,HW-CW-10108,32,74,91,15
INV-606677,2024-08-01,FAC-002,HW-CW-10108,34,85,109,10
INV-606678,2024-09-01,FAC-002,HW-CW-10108,60,140,152,48
INV-606679,2024-10-01,FAC-002,HW-CW-10108,42,123,135,30
INV-606680,2024-11-01,FAC-002,HW-CW-10108,27,98,103,22
INV-606681,2024-12-01,FAC-002,HW-CW-10108,37,109,138,8
INV-606682,2025-01-01,FAC-002,HW-CW-10108,28,108,109,27
INV-606683,2025-02-01,FAC-002,HW-CW-10108,39,95,101,33
INV-606684,2025-03-01,FAC-002,HW-CW-10108,38,91,113,16
INV-606685,2025-04-01,FAC-002,HW-CW-10108,23,91,105,9
INV-606686,2025-05-01,FAC-002,HW-CW-10108,29,111,116,24
INV-606687,2025-06-01,FAC-002,HW-CW-10108,43,110,139,14
INV-606688,2025-07-01,FAC-002,HW-CW-10108,36,85,98,23
INV-606689,2025-08-01,FAC-002,HW-CW-10108,28,76,89,15
INV-606690,2025-09-01,FAC-002,HW-CW-10108,33,154,171,16
INV-606691,2025-10-01,FAC-002,HW-CW-10108,47,131,134,44
INV-606692,2025-11-01,FAC-002,HW-CW-10108,39,103,116,26
INV-606693,2025-12-01,FAC-002,HW-CW-10108,30,91,110,11
INV-606694,2026-01-01,FAC-002,HW-CW-10108,24,94,95,23
INV-606695,2026-02-01,FAC-002,HW-CW-10108,32,113,108,37
INV-606696,2026-03-01,FAC-002,HW-CW-10108,40,108,114,34
INV-606697,2023-04-01,FAC-002,HW-CW-10109,36,111,121,26
INV-606698,2023-05-01,FAC-002,HW-CW-10109,31,120,121,30
INV-606699,2023-06-01,FAC-002,HW-CW-10109,37,95,114,18
INV-606700,2023-07-01,FAC-002,HW-CW-10109,23,94,102,15
INV-606701,2023-08-01,FAC-002,HW-CW-10109,28,99,115,12
INV-606702,2023-09-01,FAC-002,HW-CW-10109,56,144,151,49
INV-606703,2023-10-01,FAC-002,HW-CW-10109,67,153,208,12
INV-606704,2023-11-01,FAC-002,HW-CW-10109,31,100,99,32
INV-606705,2023-12-01,FAC-002,HW-CW-10109,41,120,133,28
INV-606706,2024-01-01,FAC-002,HW-CW-10109,41,95,116,20
INV-606707,2024-02-01,FAC-002,HW-CW-10109,28,100,102,26
INV-606708,2024-03-01,FAC-002,HW-CW-10109,48,111,146,13
INV-606709,2024-04-01,FAC-002,HW-CW-10109,43,106,124,25
INV-606710,2024-05-01,FAC-002,HW-CW-10109,44,99,115,28
INV-606711,2024-06-01,FAC-002,HW-CW-10109,45,102,114,33
INV-606712,2024-07-01,FAC-002,HW-CW-10109,42,98,119,21
INV-606713,2024-08-01,FAC-002,HW-CW-10109,22,78,77,23
INV-606714,2024-09-01,FAC-002,HW-CW-10109,58,147,171,34
INV-606715,2024-10-01,FAC-002,HW-CW-10109,50,148,171,27
INV-606716,2024-11-01,FAC-002,HW-CW-10109,32,119,138,13
INV-606717,2024-12-01,FAC-002,HW-CW-10109,30,110,113,27
INV-606718,2025-01-01,FAC-002,HW-CW-10109,36,103,110,29
INV-606719,2025-02-01,FAC-002,HW-CW-10109,41,121,151,11
INV-606720,2025-03-01,FAC-002,HW-CW-10109,26,93,89,30
INV-606721,2025-04-01,FAC-002,HW-CW-10109,41,100,106,35
INV-606722,2025-05-01,FAC-002,HW-CW-10109,24,105,107,22
INV-606723,2025-06-01,FAC-002,HW-CW-10109,41,118,142,17
INV-606724,2025-07-01,FAC-002,HW-CW-10109,37,87,110,14
INV-606725,2025-08-01,FAC-002,HW-CW-10109,27,89,108,8
INV-606726,2025-09-01,FAC-002,HW-CW-10109,57,154,175,36
INV-606727,2025-10-01,FAC-002,HW-CW-10109,52,138,165,25
INV-606728,2025-11-01,FAC-002,HW-CW-10109,38,108,115,31
INV-606729,2025-12-01,FAC-002,HW-CW-10109,51,117,155,13
INV-606730,2026-01-01,FAC-002,HW-CW-10109,30,102,120,12
INV-606731,2026-02-01,FAC-002,HW-CW-10109,37,111,138,10
INV-606732,2026-03-01,FAC-002,HW-CW-10109,35,109,109,35
INV-606733,2023-04-01,FAC-002,HW-EL-10110,17,42,49,10
INV-606734,2023-05-01,FAC-002,HW-EL-10110,20,49,60,9
INV-606735,2023-06-01,FAC-002,HW-EL-10110,13,51,58,6
INV-606736,2023-07-01,FAC-002,HW-EL-10110,8,38,36,10
INV-606737,2023-08-01,FAC-002,HW-EL-10110,10,39,43,6
INV-606738,2023-09-01,FAC-002,HW-EL-10110,23,64,66,21
INV-606739,2023-10-01,FAC-002,HW-EL-10110,20,62,76,6
INV-606740,2023-11-01,FAC-002,HW-EL-10110,24,55,69,10
INV-606741,2023-12-01,FAC-002,HW-EL-10110,18,52,61,9
INV-606742,2024-01-01,FAC-002,HW-EL-10110,14,44,47,11
INV-606743,2024-02-01,FAC-002,HW-EL-10110,16,49,50,15
INV-606744,2024-03-01,FAC-002,HW-EL-10110,10,47,53,4
INV-606745,2024-04-01,FAC-002,HW-EL-10110,11,44,51,4
INV-606746,2024-05-01,FAC-002,HW-EL-10110,11,49,49,11
INV-606747,2024-06-01,FAC-002,HW-EL-10110,11,44,41,14
INV-606748,2024-07-01,FAC-002,HW-EL-10110,16,41,49,8
INV-606749,2024-08-01,FAC-002,HW-EL-10110,10,43,43,10
INV-606750,2024-09-01,FAC-002,HW-EL-10110,17,77,86,8
INV-606751,2024-10-01,FAC-002,HW-EL-10110,28,69,78,19
INV-606752,2024-11-01,FAC-002,HW-EL-10110,18,47,58,7
INV-606753,2024-12-01,FAC-002,HW-EL-10110,19,45,49,15
INV-606754,2025-01-01,FAC-002,HW-EL-10110,15,43,51,7
INV-606755,2025-02-01,FAC-002,HW-EL-10110,16,56,54,18
INV-606756,2025-03-01,FAC-002,HW-EL-10110,13,51,53,11
INV-606757,2025-04-01,FAC-002,HW-EL-10110,10,49,49,10
INV-606758,2025-05-01,FAC-002,HW-EL-10110,18,48,58,8
INV-606759,2025-06-01,FAC-002,HW-EL-10110,11,45,44,12
INV-606760,2025-07-01,FAC-002,HW-EL-10110,13,38,48,3
INV-606761,2025-08-01,FAC-002,HW-EL-10110,15,44,49,10
INV-606762,2025-09-01,FAC-002,HW-EL-10110,28,66,88,6
INV-606763,2025-10-01,FAC-002,HW-EL-10110,18,69,78,9
INV-606764,2025-11-01,FAC-002,HW-EL-10110,17,44,55,6
INV-606765,2025-12-01,FAC-002,HW-EL-10110,19,44,59,4
INV-606766,2026-01-01,FAC-002,HW-EL-10110,18,56,59,15
INV-606767,2026-02-01,FAC-002,HW-EL-10110,15,51,52,14
INV-606768,2026-03-01,FAC-002,HW-EL-10110,17,48,49,16
INV-606769,2023-04-01,FAC-002,HW-EL-10111,16,42,50,8
INV-606770,2023-05-01,FAC-002,HW-EL-10111,18,43,46,15
INV-606771,2023-06-01,FAC-002,HW-EL-10111,20,51,64,7
INV-606772,2023-07-01,FAC-002,HW-EL-10111,15,36,47,4
INV-606773,2023-08-01,FAC-002,HW-EL-10111,13,43,42,14
INV-606774,2023-09-01,FAC-002,HW-EL-10111,21,71,83,9
INV-606775,2023-10-01,FAC-002,HW-EL-10111,24,67,70,21
INV-606776,2023-11-01,FAC-002,HW-EL-10111,10,44,40,14
INV-606777,2023-12-01,FAC-002,HW-EL-10111,19,50,60,9
INV-606778,2024-01-01,FAC-002,HW-EL-10111,18,51,56,13
INV-606779,2024-02-01,FAC-002,HW-EL-10111,13,47,53,7
INV-606780,2024-03-01,FAC-002,HW-EL-10111,8,44,45,7
INV-606781,2024-04-01,FAC-002,HW-EL-10111,19,56,67,8
INV-606782,2024-05-01,FAC-002,HW-EL-10111,16,52,60,8
INV-606783,2024-06-01,FAC-002,HW-EL-10111,13,54,54,13
INV-606784,2024-07-01,FAC-002,HW-EL-10111,11,38,45,4
INV-606785,2024-08-01,FAC-002,HW-EL-10111,11,40,47,4
INV-606786,2024-09-01,FAC-002,HW-EL-10111,23,70,85,8
INV-606787,2024-10-01,FAC-002,HW-EL-10111,25,69,72,22
INV-606788,2024-11-01,FAC-002,HW-EL-10111,13,45,49,9
INV-606789,2024-12-01,FAC-002,HW-EL-10111,24,56,73,7
INV-606790,2025-01-01,FAC-002,HW-EL-10111,20,47,59,8
INV-606791,2025-02-01,FAC-002,HW-EL-10111,18,48,49,17
INV-606792,2025-03-01,FAC-002,HW-EL-10111,17,44,53,8
INV-606793,2025-04-01,FAC-002,HW-EL-10111,15,47,57,5
INV-606794,2025-05-01,FAC-002,HW-EL-10111,15,51,51,15
INV-606795,2025-06-01,FAC-002,HW-EL-10111,20,46,55,11
INV-606796,2025-07-01,FAC-002,HW-EL-10111,13,42,50,5
INV-606797,2025-08-01,FAC-002,HW-EL-10111,16,43,48,11
INV-606798,2025-09-01,FAC-002,HW-EL-10111,25,60,79,6
INV-606799,2025-10-01,FAC-002,HW-EL-10111,34,79,103,10
INV-606800,2025-11-01,FAC-002,HW-EL-10111,21,52,63,10
INV-606801,2025-12-01,FAC-002,HW-EL-10111,13,44,53,4
INV-606802,2026-01-01,FAC-002,HW-EL-10111,19,47,50,16
INV-606803,2026-02-01,FAC-002,HW-EL-10111,13,47,45,15
INV-606804,2026-03-01,FAC-002,HW-EL-10111,10,44,49,5
INV-606805,2023-04-01,FAC-002,HW-EL-10112,9,46,48,7
INV-606806,2023-05-01,FAC-002,HW-EL-10112,18,51,56,13
INV-606807,2023-06-01,FAC-002,HW-EL-10112,17,45,56,6
INV-606808,2023-07-01,FAC-002,HW-EL-10112,11,37,38,10
INV-606809,2023-08-01,FAC-002,HW-EL-10112,14,38,44,8
INV-606810,2023-09-01,FAC-002,HW-EL-10112,17,64,76,5
INV-606811,2023-10-01,FAC-002,HW-EL-10112,32,77,91,18
INV-606812,2023-11-01,FAC-002,HW-EL-10112,15,51,50,16
INV-606813,2023-12-01,FAC-002,HW-EL-10112,16,48,51,13
INV-606814,2024-01-01,FAC-002,HW-EL-10112,13,55,55,13
INV-606815,2024-02-01,FAC-002,HW-EL-10112,13,44,43,14
INV-606816,2024-03-01,FAC-002,HW-EL-10112,13,46,49,10
INV-606817,2024-04-01,FAC-002,HW-EL-10112,13,50,53,10
INV-606818,2024-05-01,FAC-002,HW-EL-10112,13,50,57,6
INV-606819,2024-06-01,FAC-002,HW-EL-10112,14,50,60,4
INV-606820,2024-07-01,FAC-002,HW-EL-10112,20,46,58,8
INV-606821,2024-08-01,FAC-002,HW-EL-10112,10,40,44,6
INV-606822,2024-09-01,FAC-002,HW-EL-10112,28,80,100,8
INV-606823,2024-10-01,FAC-002,HW-EL-10112,19,66,79,6
INV-606824,2024-11-01,FAC-002,HW-EL-10112,23,53,68,8
INV-606825,2024-12-01,FAC-002,HW-EL-10112,16,49,60,5
INV-606826,2025-01-01,FAC-002,HW-EL-10112,13,50,52,11
INV-606827,2025-02-01,FAC-002,HW-EL-10112,11,50,54,7
INV-606828,2025-03-01,FAC-002,HW-EL-10112,13,44,51,6
INV-606829,2025-04-01,FAC-002,HW-EL-10112,20,49,56,13
INV-606830,2025-05-01,FAC-002,HW-EL-10112,14,56,53,17
INV-606831,2025-06-01,FAC-002,HW-EL-10112,21,55,60,16
INV-606832,2025-07-01,FAC-002,HW-EL-10112,15,48,59,4
INV-606833,2025-08-01,FAC-002,HW-EL-10112,13,42,46,9
INV-606834,2025-09-01,FAC-002,HW-EL-10112,22,66,73,15
INV-606835,2025-10-01,FAC-002,HW-EL-10112,15,60,59,16
INV-606836,2025-11-01,FAC-002,HW-EL-10112,19,55,66,8
INV-606837,2025-12-01,FAC-002,HW-EL-10112,20,56,71,5
INV-606838,2026-01-01,FAC-002,HW-EL-10112,11,47,48,10
INV-606839,2026-02-01,FAC-002,HW-EL-10112,20,49,59,10
INV-606840,2026-03-01,FAC-002,HW-EL-10112,17,46,53,10
INV-606841,2023-04-01,FAC-002,HW-AC-10113,61,143,187,17
