dealer_id,dealer_name,city_id,city_name,state_code,state_name,region,tier,channel,is_urban,monthly_capacity_units,years_active,onboarded_date,latitude,longitude,credit_limit_inr,is_active
DLR-100889,Visakhapatnam C354 Distributors,CITY-1029,Visakhapatnam,AP,Andhra Pradesh,South,C,Retail Store,True,346,5,2020-08-15,17.6674,83.2093,388314,True
DLR-100890,Vijayawada A162 Distributors,CITY-1030,Vijayawada,AP,Andhra Pradesh,South,A,Retail Store,True,3759,25,2001-02-08,16.4913,80.6106,3629216,True
DLR-100891,Visakhapatnam C144 Distributors,CITY-1029,Visakhapatnam,AP,Andhra Pradesh,South,C,Retail Store,True,164,3,2022-09-28,17.6545,83.2437,276893,True
DLR-100892,Guntur C890 Distributors,CITY-1032,Guntur,AP,Andhra Pradesh,South,C,Retail Store,False,158,1,2025-02-20,16.3255,80.4218,282491,True
DLR-100893,Visakhapatnam B698 Distributors,CITY-1029,Visakhapatnam,AP,Andhra Pradesh,South,B,Retail Store,True,998,14,2012-01-15,17.6888,83.1855,1889432,True
DLR-100894,Vijayawada A352 Distributors,CITY-1030,Vijayawada,AP,Andhra Pradesh,South,A,Retail Store,True,1961,15,2010-12-11,16.5359,80.6511,3912617,True
DLR-100895,Vijayawada C330 Distributors,CITY-1030,Vijayawada,AP,Andhra Pradesh,South,C,Retail Store,True,520,2,2024-03-05,16.5434,80.68,684627,True
DLR-100896,Guntur B806 Distributors,CITY-1032,Guntur,AP,Andhra Pradesh,South,B,Multi-Brand Outlet,False,1076,4,2021-11-12,16.3009,80.4089,2083618,True
DLR-100897,Visakhapatnam C197 Distributors,CITY-1029,Visakhapatnam,AP,Andhra Pradesh,South,C,Retail Store,True,239,8,2017-05-30,17.6818,83.2247,278961,True
DLR-100898,Visakhapatnam C261 Distributors,CITY-1029,Visakhapatnam,AP,Andhra Pradesh,South,C,Retail Store,True,399,5,2021-03-14,17.6813,83.1928,530238,True
DLR-100899,Visakhapatnam C342 Distributors,CITY-1029,Visakhapatnam,AP,Andhra Pradesh,South,C,Multi-Brand Outlet,True,293,2,2024-03-22,17.7374,83.1708,429246,True
DLR-100900,Tirupati C274 Distributors,CITY-1031,Tirupati,AP,Andhra Pradesh,South,C,Retail Store,False,420,7,2019-04-05,13.5825,79.3764,586815,True
DLR-100901,Visakhapatnam A119 Distributors,CITY-1029,Visakhapatnam,AP,Andhra Pradesh,South,A,Retail Store,True,3066,17,2009-04-11,17.711,83.2234,6127950,True
DLR-100902,Visakhapatnam C200 Distributors,CITY-1029,Visakhapatnam,AP,Andhra Pradesh,South,C,Retail Store,True,550,6,2019-06-26,17.6985,83.2016,840093,True
DLR-100903,Hyderabad C713 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,321,5,2020-05-28,17.4232,78.4761,382978,True
DLR-100904,Hyderabad B334 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,B,Retail Store,True,1158,17,2009-04-09,17.4206,78.4653,2043790,True
DLR-100905,Hyderabad A957 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,A,Retail Store,True,3094,29,1996-05-26,17.3811,78.5348,2887555,True
DLR-100906,Hyderabad C491 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,596,4,2022-01-01,17.3709,78.5059,488320,True
DLR-100907,Hyderabad A279 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,A,Retail Store,True,2363,12,2014-04-13,17.3458,78.4541,2807681,False
DLR-100908,Hyderabad C463 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,359,1,2025-02-27,17.3877,78.5164,350488,True
DLR-100909,Hyderabad C912 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,169,6,2020-04-13,17.4168,78.4441,257963,True
DLR-100910,Warangal A339 Distributors,CITY-1028,Warangal,TS,Telangana,South,A,Retail Store,False,1788,8,2017-07-02,17.9286,79.6159,2164765,True
DLR-100911,Hyderabad C387 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,517,8,2018-01-14,17.4103,78.4537,617715,True
DLR-100912,Hyderabad B464 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,B,Retail Store,True,1495,6,2019-05-31,17.4055,78.4408,1271133,True
DLR-100913,Hyderabad C224 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,563,5,2020-06-26,17.3752,78.4699,1042423,False
DLR-100914,Hyderabad C441 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Online Marketplace,True,168,2,2023-08-16,17.3839,78.4445,234523,True
DLR-100915,Hyderabad C705 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,195,8,2017-12-30,17.382,78.5008,274343,True
DLR-100916,Hyderabad C610 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,523,5,2020-06-12,17.3601,78.4852,502482,True
DLR-100917,Hyderabad A433 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,A,Retail Store,True,2070,18,2007-06-20,17.4193,78.5315,3109442,True
DLR-100918,Warangal A316 Distributors,CITY-1028,Warangal,TS,Telangana,South,A,Retail Store,False,3481,22,2004-04-15,17.9556,79.5407,4083796,True
DLR-100919,Warangal B802 Distributors,CITY-1028,Warangal,TS,Telangana,South,B,Retail Store,False,1017,14,2012-01-25,18.0049,79.5698,1206667,True
DLR-100920,Hyderabad A384 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,A,Multi-Brand Outlet,True,3286,11,2015-02-04,17.3764,78.4931,5107974,True
DLR-100921,Hyderabad C865 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,407,7,2018-05-03,17.3428,78.5205,561445,True
DLR-100922,Hyderabad C604 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,390,3,2022-08-30,17.4262,78.5239,385710,True
DLR-100923,Hyderabad C202 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,283,9,2016-07-23,17.3757,78.4508,284581,True
DLR-100924,Hyderabad C335 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,403,4,2022-03-18,17.3463,78.5087,545997,True
DLR-100925,Hyderabad C624 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Multi-Brand Outlet,True,171,7,2019-03-19,17.3666,78.4615,187227,True
DLR-100926,Hyderabad B325 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,B,Multi-Brand Outlet,True,1460,10,2015-07-23,17.4162,78.5173,2297875,True
DLR-100927,Warangal C508 Distributors,CITY-1028,Warangal,TS,Telangana,South,C,Retail Store,False,492,6,2019-08-19,17.9392,79.6038,851255,True
DLR-100928,Hyderabad C921 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,315,6,2019-04-30,17.3949,78.5078,282105,True
DLR-100929,Hyderabad C316 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,249,6,2020-02-10,17.4044,78.4733,430365,True
DLR-100930,Hyderabad C790 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,161,3,2022-11-06,17.4088,78.4913,260139,True
DLR-100931,Warangal C579 Distributors,CITY-1028,Warangal,TS,Telangana,South,C,Retail Store,False,468,5,2020-05-21,17.9991,79.5774,887465,True
DLR-100932,Hyderabad C414 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,270,2,2024-02-16,17.3741,78.4701,254346,True
DLR-100933,Hyderabad C798 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,294,9,2017-02-04,17.3452,78.4653,452812,True
DLR-100934,Hyderabad B830 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,B,Retail Store,True,1249,6,2020-03-07,17.3513,78.4934,1571678,True
DLR-100935,Hyderabad A630 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,A,Retail Store,True,2786,23,2002-08-22,17.3441,78.4682,5014602,True
DLR-100936,Warangal C363 Distributors,CITY-1028,Warangal,TS,Telangana,South,C,Retail Store,False,395,1,2024-11-27,17.9936,79.5612,519695,True
DLR-100937,Hyderabad B133 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,B,Online Marketplace,True,864,6,2019-06-22,17.3797,78.4971,1652895,True
DLR-100938,Hyderabad A969 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,A,Multi-Brand Outlet,True,2065,21,2004-11-14,17.3976,78.5351,3414178,True
DLR-100939,Hyderabad C937 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,548,5,2020-10-17,17.4142,78.5137,605034,True
DLR-100940,Hyderabad A931 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,A,Retail Store,True,2276,9,2016-10-01,17.4152,78.4823,4104299,True
DLR-100941,Hyderabad C804 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,356,1,2024-12-06,17.3738,78.487,473244,True
DLR-100942,Hyderabad C376 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,267,5,2020-05-10,17.3441,78.4779,369915,True
DLR-100943,Hyderabad C681 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,265,9,2016-08-20,17.4214,78.492,463856,True
DLR-100944,Hyderabad C720 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,475,2,2023-11-26,17.3545,78.5211,531397,True
DLR-100945,Hyderabad C502 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,580,3,2023-01-05,17.3726,78.4876,912150,True
DLR-100946,Warangal B237 Distributors,CITY-1028,Warangal,TS,Telangana,South,B,Online Marketplace,False,852,17,2008-11-14,18.0095,79.5793,1279696,True
DLR-100947,Hyderabad C273 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,358,1,2025-02-17,17.4146,78.4921,538459,True
DLR-100948,Hyderabad B680 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,B,Retail Store,True,903,16,2010-04-03,17.4017,78.4805,756383,True
DLR-100949,Hyderabad C335 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,244,9,2016-09-11,17.3809,78.4944,380931,True
DLR-100950,Hyderabad C501 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Multi-Brand Outlet,True,480,5,2020-09-22,17.4059,78.4802,921586,True
DLR-100951,Hyderabad B920 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,B,Retail Store,True,1466,16,2010-03-19,17.4254,78.4572,1640562,True
DLR-100952,Hyderabad A406 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,A,Retail Store,True,2585,18,2007-08-01,17.3674,78.46,4967290,False
DLR-100953,Hyderabad A219 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,A,Retail Store,True,3108,16,2010-01-02,17.3581,78.5072,5203305,False
DLR-100954,Hyderabad C233 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,238,4,2021-09-11,17.3955,78.5243,217042,True
DLR-100955,Hyderabad C723 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,472,1,2025-02-11,17.4346,78.4843,667716,True
DLR-100956,Hyderabad A496 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,A,Online Marketplace,True,2609,26,1999-09-18,17.3983,78.5309,2098995,True
DLR-100957,Hyderabad C589 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,C,Retail Store,True,173,3,2022-05-23,17.3647,78.519,260731,True
DLR-100958,Hyderabad B830 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,B,Retail Store,True,1293,14,2011-12-04,17.3901,78.4921,2177644,True
DLR-100959,Hyderabad A963 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,A,Retail Store,True,3703,23,2002-10-19,17.4134,78.4767,5167400,True
DLR-100960,Hyderabad B258 Distributors,CITY-1027,Hyderabad,TS,Telangana,South,B,Retail Store,True,612,9,2017-03-24,17.3913,78.4539,848865,True
DLR-100961,Warangal A649 Distributors,CITY-1028,Warangal,TS,Telangana,South,A,Retail Store,False,3351,22,2003-12-29,17.9416,79.6207,3360615,True
DLR-100962,Kochi A953 Distributors,CITY-1051,Kochi,KL,Kerala,South,A,Retail Store,True,2451,24,2002-04-24,9.9449,76.2925,3428084,True
DLR-100963,Thiruvananthapuram B306 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,B,Multi-Brand Outlet,True,717,4,2022-02-16,8.5544,76.9078,1172161,True
DLR-100964,Thiruvananthapuram B997 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,B,Institutional/B2B,True,884,12,2013-09-12,8.4911,76.9533,1444746,True
DLR-100965,Kozhikode C711 Distributors,CITY-1053,Kozhikode,KL,Kerala,South,C,Institutional/B2B,True,592,9,2016-12-12,11.2762,75.7358,1098646,True
DLR-100966,Kozhikode B664 Distributors,CITY-1053,Kozhikode,KL,Kerala,South,B,Retail Store,True,650,14,2011-09-24,11.2228,75.8122,1134732,True
DLR-100967,Thrissur A159 Distributors,CITY-1054,Thrissur,KL,Kerala,South,A,Retail Store,False,2444,17,2008-10-01,10.5247,76.2309,3436745,True
DLR-100968,Kochi C381 Distributors,CITY-1051,Kochi,KL,Kerala,South,C,Retail Store,True,565,7,2018-11-11,9.9663,76.228,834478,True
DLR-100969,Thiruvananthapuram C932 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,C,Retail Store,True,386,4,2021-06-12,8.4712,76.9201,593501,True
DLR-100970,Thiruvananthapuram C962 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,C,Retail Store,True,485,3,2022-12-10,8.5039,76.8971,525007,True
DLR-100971,Kochi B702 Distributors,CITY-1051,Kochi,KL,Kerala,South,B,Retail Store,True,848,17,2009-04-26,9.9288,76.2223,1534726,False
DLR-100972,Thiruvananthapuram B329 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,B,Retail Store,True,1032,9,2016-05-13,8.4932,76.9435,933171,True
DLR-100973,Thiruvananthapuram A912 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,A,Retail Store,True,3170,23,2002-08-06,8.5298,76.9164,2566988,True
DLR-100974,Thiruvananthapuram C767 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,C,Retail Store,True,181,1,2024-07-31,8.5649,76.9677,266151,True
DLR-100975,Kozhikode B441 Distributors,CITY-1053,Kozhikode,KL,Kerala,South,B,Retail Store,True,1043,10,2016-03-02,11.2662,75.8299,1742521,True
DLR-100976,Thiruvananthapuram A951 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,A,Retail Store,True,2315,23,2003-04-26,8.4804,76.9138,1891661,True
DLR-100977,Kozhikode C249 Distributors,CITY-1053,Kozhikode,KL,Kerala,South,C,Retail Store,True,391,5,2021-04-13,11.2319,75.7749,518292,True
DLR-100978,Thiruvananthapuram A504 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,A,Retail Store,True,2932,28,1997-09-26,8.5363,76.9242,3922645,True
DLR-100979,Thiruvananthapuram B115 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,B,Multi-Brand Outlet,True,1120,17,2009-01-05,8.5422,76.9182,1521007,True
DLR-100980,Thiruvananthapuram C364 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,C,Multi-Brand Outlet,True,593,6,2020-01-11,8.5515,76.9879,740278,True
DLR-100981,Kochi C298 Distributors,CITY-1051,Kochi,KL,Kerala,South,C,Retail Store,True,415,9,2016-06-28,9.9699,76.2824,547435,True
DLR-100982,Kochi C552 Distributors,CITY-1051,Kochi,KL,Kerala,South,C,Retail Store,True,425,8,2017-09-01,9.9148,76.2379,637783,True
DLR-100983,Thiruvananthapuram A111 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,A,Retail Store,True,2641,28,1997-11-16,8.5217,76.9636,3841461,True
DLR-100984,Kollam A176 Distributors,CITY-1056,Kollam,KL,Kerala,South,A,Retail Store,False,3625,25,2001-02-26,8.8688,76.576,3517409,True
DLR-100985,Kozhikode C727 Distributors,CITY-1053,Kozhikode,KL,Kerala,South,C,Retail Store,True,594,4,2022-04-17,11.2642,75.7576,704962,True
DLR-100986,Kochi C101 Distributors,CITY-1051,Kochi,KL,Kerala,South,C,Institutional/B2B,True,240,6,2020-03-05,9.9163,76.2665,476796,True
DLR-100987,Kannur A428 Distributors,CITY-1055,Kannur,KL,Kerala,South,A,Retail Store,False,2703,20,2005-11-25,11.9045,75.3618,4337892,True
DLR-100988,Kozhikode A821 Distributors,CITY-1053,Kozhikode,KL,Kerala,South,A,Retail Store,True,1720,26,1999-11-20,11.2346,75.7648,1467006,True
DLR-100989,Kozhikode B245 Distributors,CITY-1053,Kozhikode,KL,Kerala,South,B,Online Marketplace,True,1073,13,2012-06-01,11.2954,75.7416,1257530,True
DLR-100990,Thrissur B311 Distributors,CITY-1054,Thrissur,KL,Kerala,South,B,Multi-Brand Outlet,False,1464,13,2013-01-25,10.5207,76.2386,1298166,True
DLR-100991,Thiruvananthapuram C622 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,C,Retail Store,True,595,1,2024-05-05,8.5196,76.9725,587298,True
DLR-100992,Thiruvananthapuram C563 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,C,Online Marketplace,True,299,2,2023-09-30,8.4952,76.9057,435683,True
DLR-100993,Thiruvananthapuram A651 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,A,Retail Store,True,3053,29,1997-03-04,8.4881,76.9307,4859653,True
DLR-100994,Thiruvananthapuram B929 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,B,Retail Store,True,1385,4,2021-05-04,8.4963,76.9275,1199472,True
DLR-100995,Thiruvananthapuram C488 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,C,Retail Store,True,345,7,2018-07-22,8.4871,76.8944,618721,False
DLR-100996,Thiruvananthapuram B718 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,B,Multi-Brand Outlet,True,1278,13,2013-04-21,8.54,76.9146,2512943,True
DLR-100997,Kollam C530 Distributors,CITY-1056,Kollam,KL,Kerala,South,C,Retail Store,False,211,6,2019-07-20,8.9122,76.579,288037,True
DLR-100998,Kannur B272 Distributors,CITY-1055,Kannur,KL,Kerala,South,B,Retail Store,False,1015,6,2019-07-27,11.8795,75.4072,1977103,True
DLR-100999,Kannur C277 Distributors,CITY-1055,Kannur,KL,Kerala,South,C,Retail Store,False,215,7,2019-02-20,11.9001,75.4118,376257,True
DLR-101000,Thrissur C128 Distributors,CITY-1054,Thrissur,KL,Kerala,South,C,Multi-Brand Outlet,False,599,7,2018-08-09,10.4862,76.2016,903172,True
DLR-101001,Kollam B845 Distributors,CITY-1056,Kollam,KL,Kerala,South,B,Retail Store,False,991,15,2010-11-05,8.8625,76.6119,1865603,True
DLR-101002,Kochi C596 Distributors,CITY-1051,Kochi,KL,Kerala,South,C,Retail Store,True,155,5,2021-02-13,9.9055,76.2463,262496,True
DLR-101003,Thiruvananthapuram B606 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,B,Retail Store,True,1427,9,2017-01-25,8.5278,76.9415,1415435,True
DLR-101004,Thiruvananthapuram C375 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,C,Retail Store,True,324,7,2019-03-09,8.5026,76.9622,267226,True
DLR-101005,Kannur B113 Distributors,CITY-1055,Kannur,KL,Kerala,South,B,Online Marketplace,False,823,17,2008-11-06,11.8583,75.4036,1310039,True
DLR-101006,Thiruvananthapuram C971 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,C,Retail Store,True,559,3,2022-10-30,8.4931,76.9644,585894,True
DLR-101007,Kozhikode C629 Distributors,CITY-1053,Kozhikode,KL,Kerala,South,C,Retail Store,True,525,6,2020-03-12,11.2942,75.8165,557279,True
DLR-101008,Kochi B455 Distributors,CITY-1051,Kochi,KL,Kerala,South,B,Retail Store,True,1297,16,2009-11-03,9.9299,76.2415,2016752,True
DLR-101009,Thiruvananthapuram A924 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,A,Retail Store,True,1829,25,2000-08-14,8.4961,76.9063,2725823,True
DLR-101010,Kozhikode B629 Distributors,CITY-1053,Kozhikode,KL,Kerala,South,B,Retail Store,True,674,6,2020-02-24,11.247,75.8083,1126862,True
DLR-101011,Kochi C435 Distributors,CITY-1051,Kochi,KL,Kerala,South,C,Retail Store,True,536,8,2018-03-21,9.8833,76.3052,852912,True
DLR-101012,Thiruvananthapuram C733 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,C,Retail Store,True,532,9,2016-10-11,8.5541,76.9547,916189,True
DLR-101013,Thiruvananthapuram B158 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,B,Online Marketplace,True,1057,17,2008-08-16,8.477,76.954,1031923,True
DLR-101014,Thiruvananthapuram C683 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,C,Retail Store,True,471,8,2017-10-27,8.4745,76.9655,809757,True
DLR-101015,Kozhikode A990 Distributors,CITY-1053,Kozhikode,KL,Kerala,South,A,Retail Store,True,2670,14,2011-10-02,11.2538,75.8295,2477416,True
DLR-101016,Thiruvananthapuram A372 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,A,Retail Store,True,3412,25,2001-01-17,8.4789,76.9111,3052312,True
DLR-101017,Thiruvananthapuram C360 Distributors,CITY-1052,Thiruvananthapuram,KL,Kerala,South,C,Online Marketplace,True,181,9,2017-03-29,8.5412,76.9769,234880,True
DLR-101018,Pondicherry C993 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,C,Retail Store,False,216,4,2021-04-30,11.9253,79.8436,296027,True
DLR-101019,Pondicherry C690 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,C,Retail Store,False,584,2,2023-11-06,11.9298,79.8164,1094705,True
DLR-101020,Pondicherry C419 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,C,Retail Store,False,522,4,2021-09-01,11.9055,79.8589,925620,True
DLR-101021,Pondicherry C739 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,C,Multi-Brand Outlet,False,585,5,2021-02-23,11.9015,79.8207,905326,False
DLR-101022,Pondicherry A555 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,A,Retail Store,False,2151,14,2012-03-14,11.9763,79.8281,2588006,True
DLR-101023,Pondicherry B753 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,B,Retail Store,False,1104,4,2021-08-08,11.9706,79.8493,1327130,True
DLR-101024,Pondicherry B560 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,B,Retail Store,False,706,15,2011-04-12,11.9612,79.838,985268,True
DLR-101025,Pondicherry C424 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,C,Retail Store,False,493,2,2023-11-20,11.9323,79.8366,522909,True
DLR-101026,Pondicherry B885 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,B,Retail Store,False,630,7,2019-02-24,11.9453,79.8015,1110121,True
DLR-101027,Pondicherry C274 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,C,Retail Store,False,226,9,2016-07-20,11.9731,79.7842,309232,True
DLR-101028,Pondicherry C155 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,C,Retail Store,False,181,6,2019-08-21,11.981,79.8431,148783,True
DLR-101029,Pondicherry C114 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,C,Retail Store,False,307,9,2016-10-24,11.9838,79.7923,405461,True
DLR-101030,Pondicherry C453 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,C,Retail Store,False,317,1,2024-08-16,11.9537,79.8034,633811,True
DLR-101031,Pondicherry C570 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,C,Online Marketplace,False,257,1,2024-11-16,11.9882,79.8698,239094,True
DLR-101032,Pondicherry C434 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,C,Retail Store,False,188,1,2024-05-12,11.898,79.8637,246823,True
DLR-101033,Pondicherry C951 Distributors,CITY-1117,Pondicherry,PY,Puducherry,South,C,Retail Store,False,455,2,2023-08-21,11.9412,79.8473,799246,True
DLR-101034,Lakshadweep A330 Distributors,FALLBACK-LD,Lakshadweep,LD,Lakshadweep,South,A,Online Marketplace,False,2441,12,2014-01-05,10.5267,72.6876,4149970,True
DLR-101035,Lakshadweep B522 Distributors,FALLBACK-LD,Lakshadweep,LD,Lakshadweep,South,B,Retail Store,False,761,8,2017-07-15,10.5816,72.6024,893719,True
DLR-101036,Lakshadweep C220 Distributors,FALLBACK-LD,Lakshadweep,LD,Lakshadweep,South,C,Multi-Brand Outlet,False,325,3,2022-11-03,10.5493,72.5933,487539,True
DLR-101037,Lakshadweep B971 Distributors,FALLBACK-LD,Lakshadweep,LD,Lakshadweep,South,B,Retail Store,False,1491,4,2022-04-13,10.6098,72.6847,2421870,True
DLR-101038,Lakshadweep A679 Distributors,FALLBACK-LD,Lakshadweep,LD,Lakshadweep,South,A,Retail Store,False,2537,26,1999-11-25,10.5517,72.6839,4341780,True
DLR-101039,Lakshadweep C344 Distributors,FALLBACK-LD,Lakshadweep,LD,Lakshadweep,South,C,Retail Store,False,451,2,2023-08-03,10.5825,72.6317,415356,True
DLR-101040,Lakshadweep A460 Distributors,FALLBACK-LD,Lakshadweep,LD,Lakshadweep,South,A,Retail Store,False,3171,14,2012-04-21,10.5792,72.5912,3598774,True
DLR-101041,Lakshadweep B694 Distributors,FALLBACK-LD,Lakshadweep,LD,Lakshadweep,South,B,Online Marketplace,False,1352,14,2011-06-14,10.5816,72.6836,2531455,True
DLR-101042,Lakshadweep C962 Distributors,FALLBACK-LD,Lakshadweep,LD,Lakshadweep,South,C,Retail Store,False,157,6,2019-10-21,10.6193,72.5912,269555,True
DLR-101043,Lakshadweep B278 Distributors,FALLBACK-LD,Lakshadweep,LD,Lakshadweep,South,B,Multi-Brand Outlet,False,1018,10,2015-09-21,10.5843,72.6793,1918442,True
DLR-101044,Lakshadweep C318 Distributors,FALLBACK-LD,Lakshadweep,LD,Lakshadweep,South,C,Retail Store,False,439,6,2019-05-18,10.5928,72.6021,429236,True
DLR-101045,Lakshadweep C989 Distributors,FALLBACK-LD,Lakshadweep,LD,Lakshadweep,South,C,Institutional/B2B,False,418,4,2022-02-20,10.61,72.6718,653213,True
DLR-101046,Andaman Nicobar B382 Distributors,FALLBACK-AN,Andaman Nicobar,AN,Andaman Nicobar,South,B,Retail Store,False,1482,17,2008-10-04,11.7121,92.6261,2657958,True
DLR-101047,Andaman Nicobar C427 Distributors,FALLBACK-AN,Andaman Nicobar,AN,Andaman Nicobar,South,C,Retail Store,False,422,1,2025-03-08,11.7169,92.6632,834588,True
DLR-101048,Andaman Nicobar C692 Distributors,FALLBACK-AN,Andaman Nicobar,AN,Andaman Nicobar,South,C,Retail Store,False,491,4,2022-04-04,11.7412,92.642,720426,True
DLR-101049,Andaman Nicobar A376 Distributors,FALLBACK-AN,Andaman Nicobar,AN,Andaman Nicobar,South,A,Retail Store,False,3156,21,2004-06-13,11.7072,92.6203,5381418,False
DLR-101050,Andaman Nicobar B293 Distributors,FALLBACK-AN,Andaman Nicobar,AN,Andaman Nicobar,South,B,Retail Store,False,1406,9,2016-06-20,11.6915,92.6961,2553492,True
DLR-101051,Andaman Nicobar C359 Distributors,FALLBACK-AN,Andaman Nicobar,AN,Andaman Nicobar,South,C,Retail Store,False,220,2,2023-10-25,11.7524,92.656,341057,True
