request_id,request_date,centre_id,product_id,issue_type,severity,status,resolution_days,is_under_warranty,cost_inr
SVC-REQ-727371,2023-05-15,SVC-50057,HW-PC-10002,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727372,2025-07-16,SVC-50011,HW-PC-10019,Gasket Replacement,Routine,Resolved,2.0,False,150
SVC-REQ-727373,2024-06-01,SVC-50074,HW-PC-10022,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-727374,2024-02-29,SVC-50037,HW-PC-10001,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-727375,2026-03-14,SVC-50069,HW-PC-10061,Gasket Replacement,Routine,Resolved,8.0,False,450
SVC-REQ-727376,2023-06-24,SVC-50085,HW-PC-10070,Gasket Replacement,Routine,Escalated,3.0,False,150
SVC-REQ-727377,2024-01-07,SVC-50064,HW-PC-10023,Safety Valve Issue,Critical,Resolved,8.0,False,450
SVC-REQ-727378,2025-10-22,SVC-50008,HW-PC-10003,Pressure Loss,Critical,Pending,,True,0
SVC-REQ-727379,2024-06-20,SVC-50035,HW-PC-10040,Gasket Replacement,Routine,Resolved,5.0,False,150
SVC-REQ-727380,2024-12-19,SVC-50005,HW-PC-10004,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-727381,2023-05-21,SVC-50005,HW-PC-10062,Body Dent,Cosmetic,Resolved,6.0,True,0
SVC-REQ-727382,2025-12-21,SVC-50016,HW-PC-10066,Safety Valve Issue,Critical,Resolved,5.0,False,250
SVC-REQ-727383,2023-08-22,SVC-50020,HW-PC-10071,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-727384,2023-11-15,SVC-50028,HW-PC-10003,Gasket Replacement,Routine,Resolved,2.0,False,450
SVC-REQ-727385,2023-09-14,SVC-50054,HW-PC-10007,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-727386,2024-09-22,SVC-50117,HW-PC-10036,Gasket Replacement,Routine,Resolved,2.0,False,150
SVC-REQ-727387,2025-09-05,SVC-50096,HW-PC-10010,Manufacturing Defect,Critical,Resolved,7.0,True,0
SVC-REQ-727388,2024-01-04,SVC-50011,HW-PC-10019,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727389,2023-08-28,SVC-50005,HW-PC-10021,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-727390,2024-06-15,SVC-50135,HW-PC-10026,Safety Valve Issue,Critical,Resolved,7.0,False,250
SVC-REQ-727391,2026-03-09,SVC-50022,HW-PC-10052,Gasket Replacement,Routine,Resolved,8.0,False,250
SVC-REQ-727392,2023-04-14,SVC-50130,HW-PC-10012,Pressure Loss,Critical,Resolved,5.0,True,0
SVC-REQ-727393,2024-09-29,SVC-50104,HW-PC-10047,Handle Damage,Routine,Pending,,False,150
SVC-REQ-727394,2025-04-03,SVC-50090,HW-PC-10052,Lid Stuck,Critical,Resolved,8.0,True,0
SVC-REQ-727395,2025-08-24,SVC-50093,HW-PC-10019,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-727396,2025-06-18,SVC-50126,HW-PC-10032,Pressure Loss,Critical,Resolved,7.0,False,250
SVC-REQ-727397,2023-06-14,SVC-50136,HW-PC-10025,Lid Stuck,Critical,Escalated,9.0,True,0
SVC-REQ-727398,2024-08-11,SVC-50003,HW-PC-10070,Vent Weight Lost,Routine,Resolved,2.0,False,250
SVC-REQ-727399,2023-06-18,SVC-50105,HW-PC-10032,Gasket Replacement,Routine,Pending,,False,250
SVC-REQ-727400,2025-01-30,SVC-50134,HW-PC-10004,Safety Valve Issue,Critical,Pending,,True,0
SVC-REQ-727401,2023-06-16,SVC-50129,HW-PC-10035,Handle Damage,Routine,Resolved,2.0,True,0
SVC-REQ-727402,2023-05-21,SVC-50104,HW-PC-10011,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727403,2024-02-27,SVC-50100,HW-PC-10015,Vent Weight Lost,Routine,Resolved,2.0,False,150
SVC-REQ-727404,2026-01-10,SVC-50037,HW-PC-10020,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-727405,2025-05-16,SVC-50052,HW-PC-10004,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-727406,2023-04-05,SVC-50009,HW-PC-10001,Vent Weight Lost,Routine,Resolved,2.0,True,0
SVC-REQ-727407,2024-01-29,SVC-50035,HW-PC-10007,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-727408,2023-04-21,SVC-50105,HW-PC-10017,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-727409,2024-02-11,SVC-50049,HW-PC-10037,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-727410,2025-04-22,SVC-50040,HW-PC-10011,Handle Damage,Routine,Pending,,True,0
SVC-REQ-727411,2025-06-30,SVC-50122,HW-PC-10061,Safety Valve Issue,Critical,Resolved,6.0,False,250
SVC-REQ-727412,2025-08-21,SVC-50008,HW-PC-10032,Handle Damage,Routine,Resolved,2.0,True,0
SVC-REQ-727413,2025-12-12,SVC-50114,HW-PC-10055,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-727414,2024-05-06,SVC-50042,HW-PC-10033,Manufacturing Defect,Critical,Resolved,7.0,True,0
SVC-REQ-727415,2025-10-29,SVC-50087,HW-PC-10014,Handle Damage,Routine,Resolved,6.0,True,0
SVC-REQ-727416,2025-06-01,SVC-50100,HW-PC-10015,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-727417,2024-11-06,SVC-50115,HW-PC-10003,Handle Damage,Routine,Resolved,5.0,False,250
SVC-REQ-727418,2026-02-01,SVC-50101,HW-PC-10024,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-727419,2026-01-22,SVC-50012,HW-PC-10048,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-727420,2025-11-30,SVC-50052,HW-PC-10064,Body Dent,Cosmetic,Resolved,5.0,True,0
SVC-REQ-727421,2023-11-05,SVC-50082,HW-PC-10073,Body Dent,Cosmetic,Resolved,9.0,True,0
SVC-REQ-727422,2023-11-10,SVC-50058,HW-PC-10003,Gasket Replacement,Routine,Resolved,6.0,False,150
SVC-REQ-727423,2025-12-03,SVC-50140,HW-PC-10052,Lid Stuck,Critical,Escalated,7.0,True,0
SVC-REQ-727424,2024-06-04,SVC-50065,HW-PC-10033,Body Dent,Cosmetic,Resolved,8.0,False,150
SVC-REQ-727425,2025-08-13,SVC-50065,HW-PC-10014,Gasket Replacement,Routine,Resolved,2.0,False,450
SVC-REQ-727426,2025-04-23,SVC-50059,HW-PC-10037,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-727427,2025-07-03,SVC-50091,HW-PC-10002,Gasket Replacement,Routine,Resolved,6.0,False,150
SVC-REQ-727428,2023-05-01,SVC-50020,HW-PC-10069,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-727429,2024-07-04,SVC-50060,HW-PC-10018,Gasket Replacement,Routine,Resolved,7.0,True,0
SVC-REQ-727430,2025-10-23,SVC-50101,HW-PC-10024,Vent Weight Lost,Routine,Resolved,6.0,True,0
SVC-REQ-727431,2024-09-13,SVC-50065,HW-PC-10009,Handle Damage,Routine,Pending,,True,0
SVC-REQ-727432,2025-04-27,SVC-50094,HW-PC-10044,Vent Weight Lost,Routine,Resolved,6.0,True,0
SVC-REQ-727433,2025-06-27,SVC-50089,HW-PC-10063,Safety Valve Issue,Critical,Resolved,8.0,True,0
SVC-REQ-727434,2023-08-02,SVC-50053,HW-PC-10017,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-727435,2023-09-13,SVC-50030,HW-PC-10035,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-727436,2025-05-29,SVC-50090,HW-PC-10058,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727437,2023-05-27,SVC-50064,HW-PC-10053,Pressure Loss,Critical,Pending,,True,0
SVC-REQ-727438,2024-04-10,SVC-50062,HW-PC-10057,Safety Valve Issue,Critical,Resolved,9.0,True,0
SVC-REQ-727439,2025-12-19,SVC-50018,HW-PC-10050,Safety Valve Issue,Critical,Resolved,8.0,True,0
SVC-REQ-727440,2024-12-10,SVC-50138,HW-PC-10032,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-727441,2025-12-12,SVC-50007,HW-PC-10069,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-727442,2024-03-02,SVC-50074,HW-PC-10035,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-727443,2025-02-22,SVC-50132,HW-PC-10055,Gasket Replacement,Routine,Resolved,4.0,False,150
SVC-REQ-727444,2024-01-31,SVC-50040,HW-PC-10016,Gasket Replacement,Routine,Resolved,4.0,False,150
SVC-REQ-727445,2023-07-22,SVC-50010,HW-PC-10009,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-727446,2026-03-20,SVC-50026,HW-PC-10018,Lid Stuck,Critical,Resolved,8.0,False,800
SVC-REQ-727447,2023-10-07,SVC-50125,HW-PC-10045,Body Dent,Cosmetic,Pending,,True,0
SVC-REQ-727448,2023-10-21,SVC-50055,HW-PC-10042,Vent Weight Lost,Routine,Resolved,4.0,False,150
SVC-REQ-727449,2025-10-05,SVC-50029,HW-PC-10007,Vent Weight Lost,Routine,Resolved,7.0,True,0
SVC-REQ-727450,2025-08-19,SVC-50056,HW-PC-10006,Pressure Loss,Critical,Resolved,6.0,False,800
SVC-REQ-727451,2026-03-04,SVC-50133,HW-PC-10013,Gasket Replacement,Routine,Resolved,6.0,False,250
SVC-REQ-727452,2023-06-11,SVC-50134,HW-PC-10001,Handle Damage,Routine,Resolved,2.0,True,0
SVC-REQ-727453,2023-07-02,SVC-50070,HW-PC-10036,Gasket Replacement,Routine,Resolved,8.0,False,800
SVC-REQ-727454,2024-07-26,SVC-50036,HW-PC-10068,Safety Valve Issue,Critical,Resolved,7.0,False,150
SVC-REQ-727455,2024-12-25,SVC-50022,HW-PC-10007,Gasket Replacement,Routine,Resolved,2.0,False,150
SVC-REQ-727456,2023-05-12,SVC-50140,HW-PC-10009,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-727457,2023-09-16,SVC-50006,HW-PC-10040,Pressure Loss,Critical,Resolved,6.0,True,0
SVC-REQ-727458,2025-05-10,SVC-50081,HW-PC-10021,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-727459,2025-04-02,SVC-50032,HW-PC-10051,Manufacturing Defect,Critical,Resolved,5.0,True,0
SVC-REQ-727460,2023-06-28,SVC-50060,HW-PC-10010,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727461,2025-12-31,SVC-50024,HW-PC-10006,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-727462,2023-12-23,SVC-50067,HW-PC-10070,Body Dent,Cosmetic,Resolved,7.0,True,0
SVC-REQ-727463,2025-11-21,SVC-50080,HW-PC-10070,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-727464,2025-12-23,SVC-50074,HW-PC-10061,Vent Weight Lost,Routine,Resolved,2.0,True,0
SVC-REQ-727465,2024-09-13,SVC-50018,HW-PC-10056,Gasket Replacement,Routine,Pending,,False,1500
SVC-REQ-727466,2024-06-17,SVC-50140,HW-PC-10017,Vent Weight Lost,Routine,Pending,,False,1500
SVC-REQ-727467,2024-01-19,SVC-50105,HW-PC-10005,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-727468,2025-08-25,SVC-50039,HW-PC-10023,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-727469,2023-10-31,SVC-50083,HW-PC-10010,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-727470,2025-02-02,SVC-50053,HW-PC-10010,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-727471,2024-12-03,SVC-50019,HW-PC-10047,Safety Valve Issue,Critical,Resolved,8.0,True,0
SVC-REQ-727472,2023-12-17,SVC-50059,HW-PC-10007,Vent Weight Lost,Routine,Resolved,5.0,False,450
SVC-REQ-727473,2026-03-11,SVC-50066,HW-PC-10057,Body Dent,Cosmetic,Resolved,7.0,False,150
SVC-REQ-727474,2025-10-10,SVC-50104,HW-PC-10036,Lid Stuck,Critical,Resolved,6.0,False,450
SVC-REQ-727475,2023-04-25,SVC-50004,HW-PC-10015,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-727476,2024-06-26,SVC-50078,HW-PC-10005,Handle Damage,Routine,Resolved,2.0,True,0
SVC-REQ-727477,2024-04-30,SVC-50091,HW-PC-10018,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-727478,2025-11-17,SVC-50084,HW-PC-10060,Lid Stuck,Critical,Resolved,8.0,False,1500
SVC-REQ-727479,2024-01-01,SVC-50128,HW-PC-10029,Manufacturing Defect,Critical,Resolved,10.0,True,0
SVC-REQ-727480,2026-03-29,SVC-50064,HW-PC-10074,Body Dent,Cosmetic,Resolved,7.0,True,0
SVC-REQ-727481,2023-11-03,SVC-50133,HW-PC-10041,Handle Damage,Routine,Escalated,3.0,True,0
SVC-REQ-727482,2023-12-13,SVC-50126,HW-PC-10035,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-727483,2025-03-30,SVC-50025,HW-PC-10005,Gasket Replacement,Routine,Escalated,5.0,True,0
SVC-REQ-727484,2023-09-19,SVC-50072,HW-PC-10018,Pressure Loss,Critical,Resolved,8.0,True,0
SVC-REQ-727485,2025-11-22,SVC-50033,HW-PC-10048,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-727486,2023-07-21,SVC-50033,HW-PC-10041,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-727487,2026-03-11,SVC-50094,HW-PC-10055,Pressure Loss,Critical,Resolved,5.0,True,0
SVC-REQ-727488,2025-11-10,SVC-50043,HW-PC-10064,Safety Valve Issue,Critical,Escalated,6.0,True,0
SVC-REQ-727489,2025-10-02,SVC-50015,HW-PC-10062,Safety Valve Issue,Critical,Resolved,8.0,False,450
SVC-REQ-727490,2024-06-13,SVC-50101,HW-PC-10005,Pressure Loss,Critical,Resolved,9.0,True,0
SVC-REQ-727491,2024-10-11,SVC-50108,HW-PC-10014,Gasket Replacement,Routine,Resolved,7.0,True,0
SVC-REQ-727492,2024-08-04,SVC-50060,HW-PC-10069,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-727493,2026-03-16,SVC-50025,HW-PC-10023,Lid Stuck,Critical,Resolved,8.0,True,0
SVC-REQ-727494,2023-05-09,SVC-50049,HW-PC-10034,Safety Valve Issue,Critical,Resolved,5.0,False,1500
SVC-REQ-727495,2024-05-21,SVC-50038,HW-PC-10069,Gasket Replacement,Routine,Resolved,3.0,False,450
SVC-REQ-727496,2026-02-20,SVC-50135,HW-PC-10020,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-727497,2024-05-09,SVC-50015,HW-PC-10069,Gasket Replacement,Routine,Escalated,5.0,True,0
SVC-REQ-727498,2024-06-05,SVC-50039,HW-PC-10017,Safety Valve Issue,Critical,Resolved,6.0,False,450
SVC-REQ-727499,2025-02-15,SVC-50072,HW-PC-10019,Gasket Replacement,Routine,Resolved,4.0,False,800
SVC-REQ-727500,2025-12-09,SVC-50049,HW-PC-10046,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-727501,2024-02-11,SVC-50030,HW-PC-10074,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-727502,2026-01-22,SVC-50093,HW-PC-10017,Gasket Replacement,Routine,Escalated,6.0,True,0
SVC-REQ-727503,2024-01-26,SVC-50066,HW-PC-10011,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-727504,2025-09-03,SVC-50113,HW-PC-10028,Gasket Replacement,Routine,Resolved,2.0,False,1500
SVC-REQ-727505,2024-01-16,SVC-50044,HW-PC-10019,Pressure Loss,Critical,Resolved,9.0,True,0
SVC-REQ-727506,2023-06-13,SVC-50006,HW-PC-10058,Vent Weight Lost,Routine,Resolved,2.0,True,0
SVC-REQ-727507,2025-08-31,SVC-50084,HW-PC-10041,Gasket Replacement,Routine,Resolved,5.0,True,0
SVC-REQ-727508,2024-07-28,SVC-50048,HW-PC-10049,Body Dent,Cosmetic,Resolved,8.0,False,150
SVC-REQ-727509,2024-05-29,SVC-50057,HW-PC-10019,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-727510,2024-07-04,SVC-50068,HW-PC-10026,Safety Valve Issue,Critical,Pending,,True,0
SVC-REQ-727511,2025-01-18,SVC-50091,HW-PC-10008,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-727512,2023-12-30,SVC-50060,HW-PC-10009,Handle Damage,Routine,Resolved,5.0,False,800
SVC-REQ-727513,2023-12-07,SVC-50042,HW-PC-10034,Handle Damage,Routine,Resolved,2.0,True,0
SVC-REQ-727514,2024-09-05,SVC-50045,HW-PC-10022,Gasket Replacement,Routine,Resolved,4.0,False,150
SVC-REQ-727515,2023-05-10,SVC-50005,HW-PC-10040,Safety Valve Issue,Critical,Resolved,5.0,True,0
SVC-REQ-727516,2025-03-02,SVC-50017,HW-PC-10064,Manufacturing Defect,Critical,Resolved,7.0,True,0
SVC-REQ-727517,2025-09-12,SVC-50061,HW-PC-10052,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-727518,2025-06-01,SVC-50119,HW-PC-10060,Safety Valve Issue,Critical,Pending,,True,0
SVC-REQ-727519,2024-08-19,SVC-50052,HW-PC-10063,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-727520,2024-12-01,SVC-50096,HW-PC-10036,Vent Weight Lost,Routine,Resolved,2.0,True,0
SVC-REQ-727521,2023-05-01,SVC-50110,HW-PC-10071,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-727522,2025-12-14,SVC-50136,HW-PC-10059,Body Dent,Cosmetic,Resolved,6.0,False,250
SVC-REQ-727523,2024-11-25,SVC-50026,HW-PC-10029,Gasket Replacement,Routine,Resolved,5.0,False,450
SVC-REQ-727524,2024-03-11,SVC-50001,HW-PC-10004,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-727525,2024-02-10,SVC-50025,HW-PC-10047,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727526,2025-03-22,SVC-50133,HW-PC-10045,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-727527,2024-12-19,SVC-50036,HW-PC-10016,Handle Damage,Routine,Resolved,3.0,False,250
SVC-REQ-727528,2023-10-20,SVC-50007,HW-PC-10017,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-727529,2024-06-15,SVC-50091,HW-PC-10045,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-727530,2025-04-11,SVC-50008,HW-PC-10050,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727531,2024-02-15,SVC-50008,HW-PC-10037,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-727532,2024-10-06,SVC-50033,HW-PC-10010,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-727533,2023-12-23,SVC-50043,HW-PC-10060,Safety Valve Issue,Critical,Resolved,9.0,True,0
SVC-REQ-727534,2023-06-11,SVC-50072,HW-PC-10071,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-727535,2024-05-26,SVC-50119,HW-PC-10015,Gasket Replacement,Routine,Resolved,2.0,True,0
SVC-REQ-727536,2025-06-05,SVC-50115,HW-PC-10069,Vent Weight Lost,Routine,Resolved,3.0,False,450
SVC-REQ-727537,2023-11-16,SVC-50115,HW-PC-10014,Handle Damage,Routine,Resolved,5.0,True,0
SVC-REQ-727538,2025-06-25,SVC-50002,HW-PC-10008,Safety Valve Issue,Critical,Resolved,5.0,False,1500
SVC-REQ-727539,2025-04-03,SVC-50044,HW-PC-10020,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-727540,2024-10-03,SVC-50041,HW-PC-10021,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727541,2026-02-24,SVC-50051,HW-PC-10062,Lid Stuck,Critical,Resolved,5.0,False,450
SVC-REQ-727542,2025-11-18,SVC-50020,HW-PC-10036,Gasket Replacement,Routine,Resolved,9.0,False,150
SVC-REQ-727543,2024-11-29,SVC-50082,HW-PC-10002,Body Dent,Cosmetic,Resolved,4.0,True,0
SVC-REQ-727544,2024-11-25,SVC-50050,HW-PC-10017,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-727545,2024-01-19,SVC-50008,HW-PC-10002,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727546,2025-12-21,SVC-50078,HW-PC-10004,Gasket Replacement,Routine,Resolved,2.0,False,800
SVC-REQ-727547,2025-11-29,SVC-50135,HW-PC-10041,Gasket Replacement,Routine,Resolved,4.0,False,150
SVC-REQ-727548,2025-06-14,SVC-50008,HW-PC-10009,Pressure Loss,Critical,Resolved,7.0,True,0
SVC-REQ-727549,2023-08-11,SVC-50037,HW-PC-10029,Safety Valve Issue,Critical,Resolved,6.0,False,250
SVC-REQ-727550,2025-05-10,SVC-50118,HW-PC-10018,Lid Stuck,Critical,Resolved,8.0,True,0
SVC-REQ-727551,2023-12-21,SVC-50054,HW-PC-10004,Pressure Loss,Critical,Resolved,8.0,False,150
SVC-REQ-727552,2023-10-22,SVC-50064,HW-PC-10068,Vent Weight Lost,Routine,Pending,,False,150
SVC-REQ-727553,2025-06-30,SVC-50084,HW-PC-10017,Gasket Replacement,Routine,Resolved,5.0,False,800
SVC-REQ-727554,2026-02-08,SVC-50046,HW-PC-10068,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727555,2023-07-20,SVC-50096,HW-PC-10020,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-727556,2023-09-22,SVC-50026,HW-PC-10069,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-727557,2023-11-20,SVC-50102,HW-PC-10030,Lid Stuck,Critical,Resolved,7.0,True,0
SVC-REQ-727558,2026-02-12,SVC-50079,HW-PC-10026,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-727559,2025-05-04,SVC-50048,HW-PC-10019,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-727560,2025-04-13,SVC-50010,HW-PC-10062,Manufacturing Defect,Critical,Escalated,7.0,True,0
SVC-REQ-727561,2024-10-01,SVC-50027,HW-PC-10038,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-727562,2024-11-06,SVC-50013,HW-PC-10002,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-727563,2024-02-05,SVC-50124,HW-PC-10060,Handle Damage,Routine,Pending,,True,0
SVC-REQ-727564,2023-09-11,SVC-50010,HW-PC-10021,Safety Valve Issue,Critical,Resolved,9.0,True,0
SVC-REQ-727565,2025-07-24,SVC-50057,HW-PC-10046,Lid Stuck,Critical,Resolved,8.0,True,0
SVC-REQ-727566,2024-08-21,SVC-50020,HW-PC-10021,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-727567,2023-12-24,SVC-50090,HW-PC-10037,Lid Stuck,Critical,Resolved,8.0,True,0
SVC-REQ-727568,2025-02-17,SVC-50039,HW-PC-10070,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-727569,2023-11-12,SVC-50045,HW-PC-10029,Vent Weight Lost,Routine,Resolved,4.0,True,0
SVC-REQ-727570,2024-09-11,SVC-50137,HW-PC-10003,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727571,2023-10-23,SVC-50018,HW-PC-10054,Handle Damage,Routine,Resolved,2.0,True,0
SVC-REQ-727572,2025-06-30,SVC-50140,HW-PC-10016,Gasket Replacement,Routine,Resolved,5.0,False,250
SVC-REQ-727573,2024-03-16,SVC-50075,HW-PC-10043,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727574,2024-07-18,SVC-50001,HW-PC-10007,Handle Damage,Routine,Resolved,2.0,True,0
SVC-REQ-727575,2025-06-26,SVC-50005,HW-PC-10032,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-727576,2025-03-22,SVC-50027,HW-PC-10017,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-727577,2024-06-06,SVC-50056,HW-PC-10015,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-727578,2023-06-11,SVC-50061,HW-PC-10016,Gasket Replacement,Routine,Escalated,8.0,True,0
SVC-REQ-727579,2025-12-22,SVC-50019,HW-PC-10053,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-727580,2023-04-10,SVC-50132,HW-PC-10052,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-727581,2025-06-07,SVC-50041,HW-PC-10015,Pressure Loss,Critical,Pending,,True,0
SVC-REQ-727582,2026-01-19,SVC-50005,HW-PC-10008,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-727583,2024-02-28,SVC-50113,HW-PC-10008,Safety Valve Issue,Critical,Resolved,8.0,True,0
SVC-REQ-727584,2023-06-15,SVC-50018,HW-PC-10022,Gasket Replacement,Routine,Resolved,6.0,True,0
SVC-REQ-727585,2023-12-18,SVC-50028,HW-PC-10037,Handle Damage,Routine,Resolved,3.0,True,0
SVC-REQ-727586,2024-03-07,SVC-50016,HW-PC-10017,Gasket Replacement,Routine,Pending,,True,0
SVC-REQ-727587,2024-07-29,SVC-50111,HW-PC-10002,Vent Weight Lost,Routine,Resolved,5.0,True,0
SVC-REQ-727588,2024-10-24,SVC-50058,HW-PC-10022,Pressure Loss,Critical,Resolved,6.0,True,0
SVC-REQ-727589,2025-05-30,SVC-50129,HW-PC-10041,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-727590,2025-12-03,SVC-50127,HW-PC-10033,Handle Damage,Routine,Resolved,4.0,True,0
SVC-REQ-727591,2024-08-14,SVC-50119,HW-PC-10015,Safety Valve Issue,Critical,Resolved,6.0,True,0
SVC-REQ-727592,2025-06-18,SVC-50035,HW-PC-10026,Vent Weight Lost,Routine,Resolved,3.0,True,0
SVC-REQ-727593,2023-08-10,SVC-50048,HW-PC-10006,Gasket Replacement,Routine,Resolved,4.0,False,150
SVC-REQ-727594,2024-03-25,SVC-50126,HW-PC-10019,Manufacturing Defect,Critical,Resolved,8.0,True,0
SVC-REQ-727595,2023-07-30,SVC-50034,HW-PC-10008,Safety Valve Issue,Critical,Resolved,7.0,True,0
SVC-REQ-727596,2025-04-29,SVC-50120,HW-PC-10060,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-727597,2025-12-09,SVC-50040,HW-PC-10019,Safety Valve Issue,Critical,Resolved,8.0,False,450
SVC-REQ-727598,2025-11-23,SVC-50082,HW-PC-10024,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727599,2024-03-22,SVC-50069,HW-PC-10010,Handle Damage,Routine,Pending,,True,0
SVC-REQ-727600,2023-12-04,SVC-50107,HW-PC-10046,Lid Stuck,Critical,Resolved,5.0,True,0
SVC-REQ-727601,2024-01-14,SVC-50007,HW-PC-10042,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727602,2024-02-01,SVC-50018,HW-PC-10008,Gasket Replacement,Routine,Resolved,4.0,True,0
SVC-REQ-727603,2023-06-21,SVC-50032,HW-PC-10005,Gasket Replacement,Routine,Resolved,3.0,True,0
SVC-REQ-727604,2023-08-17,SVC-50065,HW-PC-10005,Safety Valve Issue,Critical,Resolved,6.0,True,0
