pricing_id,snapshot_date,product_id,competitor,hawkins_price,competitor_price,price_gap_pct
CP-803009,2025-12-01,HW-AC-10116,TTK Prestige,90.0,100.0,11.11
CP-803010,2025-12-01,HW-AC-10116,Butterfly,90.0,80.0,-11.11
CP-803011,2025-12-01,HW-AC-10116,Pigeon,90.0,80.0,-11.11
CP-803012,2025-12-01,HW-AC-10116,Stove Kraft,90.0,80.0,-11.11
CP-803013,2026-01-01,HW-AC-10116,TTK Prestige,90.0,100.0,11.11
CP-803014,2026-01-01,HW-AC-10116,Butterfly,90.0,80.0,-11.11
CP-803015,2026-01-01,HW-AC-10116,Pigeon,90.0,80.0,-11.11
CP-803016,2026-01-01,HW-AC-10116,Stove Kraft,90.0,100.0,11.11
CP-803017,2026-02-01,HW-AC-10116,TTK Prestige,90.0,110.0,22.22
CP-803018,2026-02-01,HW-AC-10116,Butterfly,90.0,80.0,-11.11
CP-803019,2026-02-01,HW-AC-10116,Pigeon,90.0,80.0,-11.11
CP-803020,2026-02-01,HW-AC-10116,Stove Kraft,90.0,90.0,0.0
CP-803021,2026-03-01,HW-AC-10116,TTK Prestige,90.0,110.0,22.22
CP-803022,2026-03-01,HW-AC-10116,Butterfly,90.0,90.0,0.0
CP-803023,2026-03-01,HW-AC-10116,Pigeon,90.0,80.0,-11.11
CP-803024,2026-03-01,HW-AC-10116,Stove Kraft,90.0,100.0,11.11
CP-803025,2023-04-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803026,2023-04-01,HW-AC-10117,Butterfly,80.0,60.0,-25.0
CP-803027,2023-04-01,HW-AC-10117,Pigeon,80.0,60.0,-25.0
CP-803028,2023-04-01,HW-AC-10117,Stove Kraft,80.0,70.0,-12.5
CP-803029,2023-05-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803030,2023-05-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803031,2023-05-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803032,2023-05-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803033,2023-06-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803034,2023-06-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803035,2023-06-01,HW-AC-10117,Pigeon,80.0,60.0,-25.0
CP-803036,2023-06-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803037,2023-07-01,HW-AC-10117,TTK Prestige,80.0,80.0,0.0
CP-803038,2023-07-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803039,2023-07-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803040,2023-07-01,HW-AC-10117,Stove Kraft,80.0,90.0,12.5
CP-803041,2023-08-01,HW-AC-10117,TTK Prestige,80.0,80.0,0.0
CP-803042,2023-08-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803043,2023-08-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803044,2023-08-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803045,2023-09-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803046,2023-09-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803047,2023-09-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803048,2023-09-01,HW-AC-10117,Stove Kraft,80.0,70.0,-12.5
CP-803049,2023-10-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803050,2023-10-01,HW-AC-10117,Butterfly,80.0,80.0,0.0
CP-803051,2023-10-01,HW-AC-10117,Pigeon,80.0,60.0,-25.0
CP-803052,2023-10-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803053,2023-11-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803054,2023-11-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803055,2023-11-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803056,2023-11-01,HW-AC-10117,Stove Kraft,80.0,70.0,-12.5
CP-803057,2023-12-01,HW-AC-10117,TTK Prestige,80.0,80.0,0.0
CP-803058,2023-12-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803059,2023-12-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803060,2023-12-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803061,2024-01-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803062,2024-01-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803063,2024-01-01,HW-AC-10117,Pigeon,80.0,60.0,-25.0
CP-803064,2024-01-01,HW-AC-10117,Stove Kraft,80.0,70.0,-12.5
CP-803065,2024-02-01,HW-AC-10117,TTK Prestige,80.0,80.0,0.0
CP-803066,2024-02-01,HW-AC-10117,Butterfly,80.0,60.0,-25.0
CP-803067,2024-02-01,HW-AC-10117,Pigeon,80.0,60.0,-25.0
CP-803068,2024-02-01,HW-AC-10117,Stove Kraft,80.0,70.0,-12.5
CP-803069,2024-03-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803070,2024-03-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803071,2024-03-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803072,2024-03-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803073,2024-04-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803074,2024-04-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803075,2024-04-01,HW-AC-10117,Pigeon,80.0,60.0,-25.0
CP-803076,2024-04-01,HW-AC-10117,Stove Kraft,80.0,70.0,-12.5
CP-803077,2024-05-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803078,2024-05-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803079,2024-05-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803080,2024-05-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803081,2024-06-01,HW-AC-10117,TTK Prestige,80.0,80.0,0.0
CP-803082,2024-06-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803083,2024-06-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803084,2024-06-01,HW-AC-10117,Stove Kraft,80.0,70.0,-12.5
CP-803085,2024-07-01,HW-AC-10117,TTK Prestige,80.0,80.0,0.0
CP-803086,2024-07-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803087,2024-07-01,HW-AC-10117,Pigeon,80.0,60.0,-25.0
CP-803088,2024-07-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803089,2024-08-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803090,2024-08-01,HW-AC-10117,Butterfly,80.0,80.0,0.0
CP-803091,2024-08-01,HW-AC-10117,Pigeon,80.0,60.0,-25.0
CP-803092,2024-08-01,HW-AC-10117,Stove Kraft,80.0,70.0,-12.5
CP-803093,2024-09-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803094,2024-09-01,HW-AC-10117,Butterfly,80.0,80.0,0.0
CP-803095,2024-09-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803096,2024-09-01,HW-AC-10117,Stove Kraft,80.0,70.0,-12.5
CP-803097,2024-10-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803098,2024-10-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803099,2024-10-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803100,2024-10-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803101,2024-11-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803102,2024-11-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803103,2024-11-01,HW-AC-10117,Pigeon,80.0,60.0,-25.0
CP-803104,2024-11-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803105,2024-12-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803106,2024-12-01,HW-AC-10117,Butterfly,80.0,80.0,0.0
CP-803107,2024-12-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803108,2024-12-01,HW-AC-10117,Stove Kraft,80.0,70.0,-12.5
CP-803109,2025-01-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803110,2025-01-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803111,2025-01-01,HW-AC-10117,Pigeon,80.0,60.0,-25.0
CP-803112,2025-01-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803113,2025-02-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803114,2025-02-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803115,2025-02-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803116,2025-02-01,HW-AC-10117,Stove Kraft,80.0,90.0,12.5
CP-803117,2025-03-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803118,2025-03-01,HW-AC-10117,Butterfly,80.0,80.0,0.0
CP-803119,2025-03-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803120,2025-03-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803121,2025-04-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803122,2025-04-01,HW-AC-10117,Butterfly,80.0,80.0,0.0
CP-803123,2025-04-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803124,2025-04-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803125,2025-05-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803126,2025-05-01,HW-AC-10117,Butterfly,80.0,80.0,0.0
CP-803127,2025-05-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803128,2025-05-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803129,2025-06-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803130,2025-06-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803131,2025-06-01,HW-AC-10117,Pigeon,80.0,60.0,-25.0
CP-803132,2025-06-01,HW-AC-10117,Stove Kraft,80.0,90.0,12.5
CP-803133,2025-07-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803134,2025-07-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803135,2025-07-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803136,2025-07-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803137,2025-08-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803138,2025-08-01,HW-AC-10117,Butterfly,80.0,80.0,0.0
CP-803139,2025-08-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803140,2025-08-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803141,2025-09-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803142,2025-09-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803143,2025-09-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803144,2025-09-01,HW-AC-10117,Stove Kraft,80.0,70.0,-12.5
CP-803145,2025-10-01,HW-AC-10117,TTK Prestige,80.0,100.0,25.0
CP-803146,2025-10-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803147,2025-10-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803148,2025-10-01,HW-AC-10117,Stove Kraft,80.0,90.0,12.5
CP-803149,2025-11-01,HW-AC-10117,TTK Prestige,80.0,80.0,0.0
CP-803150,2025-11-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803151,2025-11-01,HW-AC-10117,Pigeon,80.0,60.0,-25.0
CP-803152,2025-11-01,HW-AC-10117,Stove Kraft,80.0,60.0,-25.0
CP-803153,2025-12-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803154,2025-12-01,HW-AC-10117,Butterfly,80.0,90.0,12.5
CP-803155,2025-12-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803156,2025-12-01,HW-AC-10117,Stove Kraft,80.0,90.0,12.5
CP-803157,2026-01-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803158,2026-01-01,HW-AC-10117,Butterfly,80.0,80.0,0.0
CP-803159,2026-01-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803160,2026-01-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803161,2026-02-01,HW-AC-10117,TTK Prestige,80.0,100.0,25.0
CP-803162,2026-02-01,HW-AC-10117,Butterfly,80.0,70.0,-12.5
CP-803163,2026-02-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803164,2026-02-01,HW-AC-10117,Stove Kraft,80.0,70.0,-12.5
CP-803165,2026-03-01,HW-AC-10117,TTK Prestige,80.0,90.0,12.5
CP-803166,2026-03-01,HW-AC-10117,Butterfly,80.0,80.0,0.0
CP-803167,2026-03-01,HW-AC-10117,Pigeon,80.0,70.0,-12.5
CP-803168,2026-03-01,HW-AC-10117,Stove Kraft,80.0,80.0,0.0
CP-803169,2023-04-01,HW-AC-10118,TTK Prestige,180.0,190.0,5.56
CP-803170,2023-04-01,HW-AC-10118,Butterfly,180.0,170.0,-5.56
CP-803171,2023-04-01,HW-AC-10118,Pigeon,180.0,140.0,-22.22
CP-803172,2023-04-01,HW-AC-10118,Stove Kraft,180.0,170.0,-5.56
CP-803173,2023-05-01,HW-AC-10118,TTK Prestige,180.0,190.0,5.56
CP-803174,2023-05-01,HW-AC-10118,Butterfly,180.0,180.0,0.0
CP-803175,2023-05-01,HW-AC-10118,Pigeon,180.0,150.0,-16.67
CP-803176,2023-05-01,HW-AC-10118,Stove Kraft,180.0,160.0,-11.11
CP-803177,2023-06-01,HW-AC-10118,TTK Prestige,180.0,180.0,0.0
CP-803178,2023-06-01,HW-AC-10118,Butterfly,180.0,160.0,-11.11
CP-803179,2023-06-01,HW-AC-10118,Pigeon,180.0,150.0,-16.67
CP-803180,2023-06-01,HW-AC-10118,Stove Kraft,180.0,180.0,0.0
CP-803181,2023-07-01,HW-AC-10118,TTK Prestige,180.0,190.0,5.56
CP-803182,2023-07-01,HW-AC-10118,Butterfly,180.0,150.0,-16.67
CP-803183,2023-07-01,HW-AC-10118,Pigeon,180.0,150.0,-16.67
CP-803184,2023-07-01,HW-AC-10118,Stove Kraft,180.0,140.0,-22.22
CP-803185,2023-08-01,HW-AC-10118,TTK Prestige,180.0,180.0,0.0
CP-803186,2023-08-01,HW-AC-10118,Butterfly,180.0,140.0,-22.22
CP-803187,2023-08-01,HW-AC-10118,Pigeon,180.0,140.0,-22.22
CP-803188,2023-08-01,HW-AC-10118,Stove Kraft,180.0,180.0,0.0
CP-803189,2023-09-01,HW-AC-10118,TTK Prestige,180.0,200.0,11.11
CP-803190,2023-09-01,HW-AC-10118,Butterfly,180.0,160.0,-11.11
CP-803191,2023-09-01,HW-AC-10118,Pigeon,180.0,130.0,-27.78
CP-803192,2023-09-01,HW-AC-10118,Stove Kraft,180.0,170.0,-5.56
CP-803193,2023-10-01,HW-AC-10118,TTK Prestige,180.0,180.0,0.0
CP-803194,2023-10-01,HW-AC-10118,Butterfly,180.0,140.0,-22.22
CP-803195,2023-10-01,HW-AC-10118,Pigeon,180.0,130.0,-27.78
CP-803196,2023-10-01,HW-AC-10118,Stove Kraft,180.0,170.0,-5.56
CP-803197,2023-11-01,HW-AC-10118,TTK Prestige,180.0,190.0,5.56
CP-803198,2023-11-01,HW-AC-10118,Butterfly,180.0,140.0,-22.22
CP-803199,2023-11-01,HW-AC-10118,Pigeon,180.0,140.0,-22.22
CP-803200,2023-11-01,HW-AC-10118,Stove Kraft,180.0,200.0,11.11
CP-803201,2023-12-01,HW-AC-10118,TTK Prestige,180.0,190.0,5.56
CP-803202,2023-12-01,HW-AC-10118,Butterfly,180.0,160.0,-11.11
CP-803203,2023-12-01,HW-AC-10118,Pigeon,180.0,150.0,-16.67
CP-803204,2023-12-01,HW-AC-10118,Stove Kraft,180.0,180.0,0.0
CP-803205,2024-01-01,HW-AC-10118,TTK Prestige,180.0,190.0,5.56
CP-803206,2024-01-01,HW-AC-10118,Butterfly,180.0,170.0,-5.56
CP-803207,2024-01-01,HW-AC-10118,Pigeon,180.0,140.0,-22.22
CP-803208,2024-01-01,HW-AC-10118,Stove Kraft,180.0,190.0,5.56
CP-803209,2024-02-01,HW-AC-10118,TTK Prestige,180.0,190.0,5.56
CP-803210,2024-02-01,HW-AC-10118,Butterfly,180.0,160.0,-11.11
CP-803211,2024-02-01,HW-AC-10118,Pigeon,180.0,150.0,-16.67
CP-803212,2024-02-01,HW-AC-10118,Stove Kraft,180.0,150.0,-16.67
CP-803213,2024-03-01,HW-AC-10118,TTK Prestige,180.0,190.0,5.56
CP-803214,2024-03-01,HW-AC-10118,Butterfly,180.0,160.0,-11.11
CP-803215,2024-03-01,HW-AC-10118,Pigeon,180.0,140.0,-22.22
CP-803216,2024-03-01,HW-AC-10118,Stove Kraft,180.0,180.0,0.0
CP-803217,2024-04-01,HW-AC-10118,TTK Prestige,180.0,190.0,5.56
CP-803218,2024-04-01,HW-AC-10118,Butterfly,180.0,170.0,-5.56
CP-803219,2024-04-01,HW-AC-10118,Pigeon,180.0,150.0,-16.67
CP-803220,2024-04-01,HW-AC-10118,Stove Kraft,180.0,170.0,-5.56
CP-803221,2024-05-01,HW-AC-10118,TTK Prestige,180.0,210.0,16.67
CP-803222,2024-05-01,HW-AC-10118,Butterfly,180.0,170.0,-5.56
CP-803223,2024-05-01,HW-AC-10118,Pigeon,180.0,150.0,-16.67
CP-803224,2024-05-01,HW-AC-10118,Stove Kraft,180.0,170.0,-5.56
CP-803225,2024-06-01,HW-AC-10118,TTK Prestige,180.0,190.0,5.56
CP-803226,2024-06-01,HW-AC-10118,Butterfly,180.0,160.0,-11.11
CP-803227,2024-06-01,HW-AC-10118,Pigeon,180.0,160.0,-11.11
CP-803228,2024-06-01,HW-AC-10118,Stove Kraft,180.0,160.0,-11.11
CP-803229,2024-07-01,HW-AC-10118,TTK Prestige,180.0,200.0,11.11
CP-803230,2024-07-01,HW-AC-10118,Butterfly,180.0,170.0,-5.56
CP-803231,2024-07-01,HW-AC-10118,Pigeon,180.0,140.0,-22.22
CP-803232,2024-07-01,HW-AC-10118,Stove Kraft,180.0,180.0,0.0
CP-803233,2024-08-01,HW-AC-10118,TTK Prestige,180.0,200.0,11.11
CP-803234,2024-08-01,HW-AC-10118,Butterfly,180.0,160.0,-11.11
CP-803235,2024-08-01,HW-AC-10118,Pigeon,180.0,140.0,-22.22
CP-803236,2024-08-01,HW-AC-10118,Stove Kraft,180.0,170.0,-5.56
CP-803237,2024-09-01,HW-AC-10118,TTK Prestige,180.0,200.0,11.11
CP-803238,2024-09-01,HW-AC-10118,Butterfly,180.0,170.0,-5.56
CP-803239,2024-09-01,HW-AC-10118,Pigeon,180.0,140.0,-22.22
CP-803240,2024-09-01,HW-AC-10118,Stove Kraft,180.0,170.0,-5.56
CP-803241,2024-10-01,HW-AC-10118,TTK Prestige,180.0,200.0,11.11
CP-803242,2024-10-01,HW-AC-10118,Butterfly,180.0,170.0,-5.56
CP-803243,2024-10-01,HW-AC-10118,Pigeon,180.0,130.0,-27.78
CP-803244,2024-10-01,HW-AC-10118,Stove Kraft,180.0,190.0,5.56
CP-803245,2024-11-01,HW-AC-10118,TTK Prestige,180.0,180.0,0.0
CP-803246,2024-11-01,HW-AC-10118,Butterfly,180.0,180.0,0.0
CP-803247,2024-11-01,HW-AC-10118,Pigeon,180.0,130.0,-27.78
CP-803248,2024-11-01,HW-AC-10118,Stove Kraft,180.0,180.0,0.0
CP-803249,2024-12-01,HW-AC-10118,TTK Prestige,180.0,210.0,16.67
CP-803250,2024-12-01,HW-AC-10118,Butterfly,180.0,160.0,-11.11
CP-803251,2024-12-01,HW-AC-10118,Pigeon,180.0,150.0,-16.67
CP-803252,2024-12-01,HW-AC-10118,Stove Kraft,180.0,190.0,5.56
CP-803253,2025-01-01,HW-AC-10118,TTK Prestige,180.0,200.0,11.11
CP-803254,2025-01-01,HW-AC-10118,Butterfly,180.0,180.0,0.0
CP-803255,2025-01-01,HW-AC-10118,Pigeon,180.0,130.0,-27.78
CP-803256,2025-01-01,HW-AC-10118,Stove Kraft,180.0,190.0,5.56
CP-803257,2025-02-01,HW-AC-10118,TTK Prestige,180.0,200.0,11.11
CP-803258,2025-02-01,HW-AC-10118,Butterfly,180.0,170.0,-5.56
CP-803259,2025-02-01,HW-AC-10118,Pigeon,180.0,140.0,-22.22
CP-803260,2025-02-01,HW-AC-10118,Stove Kraft,180.0,180.0,0.0
CP-803261,2025-03-01,HW-AC-10118,TTK Prestige,180.0,210.0,16.67
CP-803262,2025-03-01,HW-AC-10118,Butterfly,180.0,160.0,-11.11
CP-803263,2025-03-01,HW-AC-10118,Pigeon,180.0,140.0,-22.22
CP-803264,2025-03-01,HW-AC-10118,Stove Kraft,180.0,180.0,0.0
CP-803265,2025-04-01,HW-AC-10118,TTK Prestige,180.0,210.0,16.67
CP-803266,2025-04-01,HW-AC-10118,Butterfly,180.0,170.0,-5.56
CP-803267,2025-04-01,HW-AC-10118,Pigeon,180.0,150.0,-16.67
CP-803268,2025-04-01,HW-AC-10118,Stove Kraft,180.0,180.0,0.0
CP-803269,2025-05-01,HW-AC-10118,TTK Prestige,180.0,200.0,11.11
CP-803270,2025-05-01,HW-AC-10118,Butterfly,180.0,160.0,-11.11
CP-803271,2025-05-01,HW-AC-10118,Pigeon,180.0,150.0,-16.67
CP-803272,2025-05-01,HW-AC-10118,Stove Kraft,180.0,180.0,0.0
CP-803273,2025-06-01,HW-AC-10118,TTK Prestige,180.0,190.0,5.56
CP-803274,2025-06-01,HW-AC-10118,Butterfly,180.0,190.0,5.56
CP-803275,2025-06-01,HW-AC-10118,Pigeon,180.0,140.0,-22.22
CP-803276,2025-06-01,HW-AC-10118,Stove Kraft,180.0,170.0,-5.56
CP-803277,2025-07-01,HW-AC-10118,TTK Prestige,180.0,200.0,11.11
CP-803278,2025-07-01,HW-AC-10118,Butterfly,180.0,160.0,-11.11
CP-803279,2025-07-01,HW-AC-10118,Pigeon,180.0,150.0,-16.67
CP-803280,2025-07-01,HW-AC-10118,Stove Kraft,180.0,180.0,0.0
CP-803281,2025-08-01,HW-AC-10118,TTK Prestige,180.0,200.0,11.11
CP-803282,2025-08-01,HW-AC-10118,Butterfly,180.0,170.0,-5.56
CP-803283,2025-08-01,HW-AC-10118,Pigeon,180.0,140.0,-22.22
CP-803284,2025-08-01,HW-AC-10118,Stove Kraft,180.0,150.0,-16.67
CP-803285,2025-09-01,HW-AC-10118,TTK Prestige,180.0,200.0,11.11
CP-803286,2025-09-01,HW-AC-10118,Butterfly,180.0,180.0,0.0
CP-803287,2025-09-01,HW-AC-10118,Pigeon,180.0,160.0,-11.11
CP-803288,2025-09-01,HW-AC-10118,Stove Kraft,180.0,180.0,0.0
CP-803289,2025-10-01,HW-AC-10118,TTK Prestige,180.0,200.0,11.11
CP-803290,2025-10-01,HW-AC-10118,Butterfly,180.0,180.0,0.0
CP-803291,2025-10-01,HW-AC-10118,Pigeon,180.0,140.0,-22.22
CP-803292,2025-10-01,HW-AC-10118,Stove Kraft,180.0,170.0,-5.56
CP-803293,2025-11-01,HW-AC-10118,TTK Prestige,180.0,210.0,16.67
CP-803294,2025-11-01,HW-AC-10118,Butterfly,180.0,170.0,-5.56
CP-803295,2025-11-01,HW-AC-10118,Pigeon,180.0,130.0,-27.78
CP-803296,2025-11-01,HW-AC-10118,Stove Kraft,180.0,200.0,11.11
CP-803297,2025-12-01,HW-AC-10118,TTK Prestige,180.0,210.0,16.67
CP-803298,2025-12-01,HW-AC-10118,Butterfly,180.0,190.0,5.56
CP-803299,2025-12-01,HW-AC-10118,Pigeon,180.0,160.0,-11.11
CP-803300,2025-12-01,HW-AC-10118,Stove Kraft,180.0,180.0,0.0
CP-803301,2026-01-01,HW-AC-10118,TTK Prestige,180.0,200.0,11.11
CP-803302,2026-01-01,HW-AC-10118,Butterfly,180.0,170.0,-5.56
CP-803303,2026-01-01,HW-AC-10118,Pigeon,180.0,150.0,-16.67
CP-803304,2026-01-01,HW-AC-10118,Stove Kraft,180.0,160.0,-11.11
CP-803305,2026-02-01,HW-AC-10118,TTK Prestige,180.0,220.0,22.22
CP-803306,2026-02-01,HW-AC-10118,Butterfly,180.0,170.0,-5.56
CP-803307,2026-02-01,HW-AC-10118,Pigeon,180.0,160.0,-11.11
CP-803308,2026-02-01,HW-AC-10118,Stove Kraft,180.0,170.0,-5.56
CP-803309,2026-03-01,HW-AC-10118,TTK Prestige,180.0,210.0,16.67
CP-803310,2026-03-01,HW-AC-10118,Butterfly,180.0,160.0,-11.11
CP-803311,2026-03-01,HW-AC-10118,Pigeon,180.0,140.0,-22.22
CP-803312,2026-03-01,HW-AC-10118,Stove Kraft,180.0,180.0,0.0
CP-803313,2023-04-01,HW-AC-10119,TTK Prestige,260.0,270.0,3.85
CP-803314,2023-04-01,HW-AC-10119,Butterfly,260.0,210.0,-19.23
CP-803315,2023-04-01,HW-AC-10119,Pigeon,260.0,180.0,-30.77
CP-803316,2023-04-01,HW-AC-10119,Stove Kraft,260.0,260.0,0.0
CP-803317,2023-05-01,HW-AC-10119,TTK Prestige,260.0,270.0,3.85
CP-803318,2023-05-01,HW-AC-10119,Butterfly,260.0,230.0,-11.54
CP-803319,2023-05-01,HW-AC-10119,Pigeon,260.0,210.0,-19.23
CP-803320,2023-05-01,HW-AC-10119,Stove Kraft,260.0,250.0,-3.85
CP-803321,2023-06-01,HW-AC-10119,TTK Prestige,260.0,270.0,3.85
CP-803322,2023-06-01,HW-AC-10119,Butterfly,260.0,220.0,-15.38
CP-803323,2023-06-01,HW-AC-10119,Pigeon,260.0,210.0,-19.23
CP-803324,2023-06-01,HW-AC-10119,Stove Kraft,260.0,260.0,0.0
CP-803325,2023-07-01,HW-AC-10119,TTK Prestige,260.0,280.0,7.69
CP-803326,2023-07-01,HW-AC-10119,Butterfly,260.0,250.0,-3.85
CP-803327,2023-07-01,HW-AC-10119,Pigeon,260.0,210.0,-19.23
CP-803328,2023-07-01,HW-AC-10119,Stove Kraft,260.0,250.0,-3.85
CP-803329,2023-08-01,HW-AC-10119,TTK Prestige,260.0,270.0,3.85
CP-803330,2023-08-01,HW-AC-10119,Butterfly,260.0,200.0,-23.08
CP-803331,2023-08-01,HW-AC-10119,Pigeon,260.0,200.0,-23.08
CP-803332,2023-08-01,HW-AC-10119,Stove Kraft,260.0,250.0,-3.85
CP-803333,2023-09-01,HW-AC-10119,TTK Prestige,260.0,270.0,3.85
CP-803334,2023-09-01,HW-AC-10119,Butterfly,260.0,230.0,-11.54
CP-803335,2023-09-01,HW-AC-10119,Pigeon,260.0,200.0,-23.08
CP-803336,2023-09-01,HW-AC-10119,Stove Kraft,260.0,280.0,7.69
CP-803337,2023-10-01,HW-AC-10119,TTK Prestige,260.0,300.0,15.38
CP-803338,2023-10-01,HW-AC-10119,Butterfly,260.0,250.0,-3.85
CP-803339,2023-10-01,HW-AC-10119,Pigeon,260.0,200.0,-23.08
CP-803340,2023-10-01,HW-AC-10119,Stove Kraft,260.0,230.0,-11.54
CP-803341,2023-11-01,HW-AC-10119,TTK Prestige,260.0,290.0,11.54
CP-803342,2023-11-01,HW-AC-10119,Butterfly,260.0,230.0,-11.54
CP-803343,2023-11-01,HW-AC-10119,Pigeon,260.0,210.0,-19.23
